,molecule_1,molecule_2,molecule_3,molecule_4,x1 [mol/mol],x2 [mol/mol],x3 [mol/mol],x4 [mol/mol],T [K],p_cosmo,p_ddb,p_cosmo_plus1K,hov_cosmo
11283,CCCCCC,C1CCCCC1,---,---,0.369,0.631,0.0,0.0,348.5,100.67975776103327,101.33,103.86853085282519,31.57759480824858
11284,CCCCCC,C1CCCCC1,---,---,0.4145,0.5855,0.0,0.0,347.95,100.72457453174914,101.33,103.91990361519974,31.52804455405398
11285,CCCCCC,C1CCCCC1,---,---,0.4425,0.5575,0.0,0.0,347.65,100.85249522848403,101.33,104.05434413740298,31.497622019691974
11286,CCCCCC,C1CCCCC1,---,---,0.462,0.538,0.0,0.0,347.4,100.8025646172983,101.33,104.00549221625383,31.478178009396306
11287,CCCCCC,C1CCCCC1,---,---,0.498,0.502,0.0,0.0,346.9,100.56931715045707,101.33,103.77069857069739,31.44447848725739
11288,CCCCCC,C1CCCCC1,---,---,0.5155,0.4845,0.0,0.0,346.75,100.74161181527175,101.33,103.94935889233437,31.42582805922477
11289,CCCCCC,C1CCCCC1,---,---,0.5355,0.4645,0.0,0.0,346.55,100.84155026371613,101.33,104.05415175277359,31.405732665141503
11290,CCCCCC,C1CCCCC1,---,---,0.549,0.4509999999999999,0.0,0.0,346.4,100.85746356348312,101.33,104.07205287338746,31.39282769448324
11291,CCCCCC,C1CCCCC1,---,---,0.5955,0.4044999999999999,0.0,0.0,345.9,100.94127080804493,101.33,104.16341575421252,31.349182165911028
11292,CCCCCC,C1CCCCC1,---,---,0.6545,0.3455,0.0,0.0,345.25,100.9467009371842,101.33,104.17586510554112,31.296960913573262
11293,CCCCCC,C1CCCCC1,---,---,0.6925,0.3075,0.0,0.0,344.85,100.98077461127295,101.33,104.21519966380433,31.264275703251762
11294,CCCCCC,C1CCCCC1,---,---,0.724,0.276,0.0,0.0,344.55,101.09370093004132,101.33,104.33460150588405,31.237103040234636
11295,CCCCCC,C1CCCCC1,---,---,0.757,0.243,0.0,0.0,344.1,100.76244253392562,101.33,103.99879145134483,31.21328895166998
11296,CCCCCC,C1CCCCC1,---,---,0.7685,0.2315,0.0,0.0,344.05,100.98511588067998,101.33,104.22839298724773,31.20211266146049
11297,CCCCCC,C1CCCCC1,---,---,0.777,0.2229999999999999,0.0,0.0,343.95,100.94679876686675,101.33,104.19008170675481,31.195710215436296
11298,CCCCCC,C1CCCCC1,---,---,0.807,0.1929999999999999,0.0,0.0,343.7,101.13374837117823,101.33,104.38517015852388,31.17056623052507
11299,CCCCCC,C1CCCCC1,---,---,0.831,0.169,0.0,0.0,343.5,101.27513030205863,101.33,104.53285262176766,31.15087309748561
11300,CCCCCC,C1CCCCC1,---,---,0.85,0.15,0.0,0.0,343.3,101.24782610919273,101.33,104.5070158119865,31.136720048987858
11301,CCCCCC,C1CCCCC1,---,---,0.8735,0.1264999999999999,0.0,0.0,343.1,101.36027731895598,101.33,104.62497040940886,31.11817610229286
11302,CCCCCC,C1CCCCC1,---,---,0.9,0.0999999999999999,0.0,0.0,342.9,101.56163719307894,101.33,104.83441715246028,31.096937017804972
11303,CCCCCC,C1CCCCC1,---,---,0.935,0.0649999999999999,0.0,0.0,342.5,101.37580223776699,101.33,104.64781231429244,31.073315782309514
11304,CCCCCC,C1CCCCC1,---,---,0.969,0.031,0.0,0.0,342.2,101.46770978160728,101.33,104.74585363933053,31.048511632636572
11305,CCCCCC,C1CCCCC1,---,---,1.0,0.0,0.0,0.0,341.95,101.61653401497792,101.33,104.90191043166543,31.0257636237652
11306,CCOCC,CC#N,---,---,0.0,1.0,0.0,0.0,293.65,9.579984152523885,9.413,10.039748041820152,33.72281981314363
11309,CCOCC,CC#N,---,---,0.38,0.62,0.0,0.0,293.65,45.47297184063468,42.876,47.32323122311422,28.692114507514386
11310,CCOCC,CC#N,---,---,0.753,0.247,0.0,0.0,293.65,53.07481429546172,53.996,55.25270683883799,28.930687265047894
11311,CCOCC,CC#N,---,---,1.0,0.0,0.0,0.0,293.65,59.547483589865216,59.608,61.9637271591703,28.614370642946582
11312,ClC(Cl)Cl,CO,---,---,0.05,0.95,0.0,0.0,308.15,30.41866076788896,30.704,31.891404797226425,37.449628240912176
11313,ClC(Cl)Cl,CO,---,---,0.1,0.9,0.0,0.0,308.15,32.853579042617824,33.771,34.41710649433465,36.82607511398791
11314,ClC(Cl)Cl,CO,---,---,0.15,0.85,0.0,0.0,308.15,35.02807200101317,36.637,36.67135102533889,36.3135967464155
11315,ClC(Cl)Cl,CO,---,---,0.2,0.8,0.0,0.0,308.15,36.95280640876819,39.41,38.66533678977986,35.882615953895595
11316,ClC(Cl)Cl,CO,---,---,0.25,0.75,0.0,0.0,308.15,38.64372843286759,41.757,40.41575489351101,35.5129320102601
11317,ClC(Cl)Cl,CO,---,---,0.3,0.7,0.0,0.0,308.15,40.11802948931726,43.85,41.94059652347397,35.190728299061895
11318,ClC(Cl)Cl,CO,---,---,0.35,0.65,0.0,0.0,308.15,41.39214551435238,45.383,43.25706981748806,34.906484145508934
11319,ClC(Cl)Cl,CO,---,---,0.4,0.6,0.0,0.0,308.15,42.48101441860789,46.743,44.3808196166168,34.653483472642776
11320,ClC(Cl)Cl,CO,---,---,0.45,0.55,0.0,0.0,308.15,43.39795428371632,47.676,45.32578958794939,34.42674696867314
11321,ClC(Cl)Cl,CO,---,---,0.5,0.5,0.0,0.0,308.15,44.15472955321496,48.329,46.104280024808794,34.22228688753193
11322,ClC(Cl)Cl,CO,---,---,0.55,0.4499999999999999,0.0,0.0,308.15,44.761543261470976,48.649,46.72692956436401,34.03658066274171
11323,ClC(Cl)Cl,CO,---,---,0.6,0.4,0.0,0.0,308.15,45.226795109929895,48.889,47.20245593636689,33.86621528155688
11324,ClC(Cl)Cl,CO,---,---,0.65,0.35,0.0,0.0,308.15,45.55646124959632,49.049,47.53700242926047,33.70759595063879
11325,ClC(Cl)Cl,CO,---,---,0.7,0.3,0.0,0.0,308.15,45.75285867834463,49.183,47.732839593690656,33.55662959898447
11326,ClC(Cl)Cl,CO,---,---,0.75,0.25,0.0,0.0,308.15,45.81224653649043,49.103,47.78584445209053,33.408241768680625
11327,ClC(Cl)Cl,CO,---,---,0.8,0.1999999999999999,0.0,0.0,308.15,45.71980147876594,48.863,47.680217077921135,33.25542731295967
11328,ClC(Cl)Cl,CO,---,---,0.85,0.15,0.0,0.0,308.15,45.437583031759495,48.529,47.37582331943074,33.087016317019526
11329,ClC(Cl)Cl,CO,---,---,0.9,0.0999999999999999,0.0,0.0,308.15,44.86896126475862,47.356,46.77079667750195,32.88129511152383
11330,ClC(Cl)Cl,CO,---,---,0.95,0.05,0.0,0.0,308.15,43.70614479648922,45.33,45.54138039614708,32.58025092924293
11331,ClC(Cl)Cl,CO,---,---,0.05,0.95,0.0,0.0,322.45,57.991817130093125,58.875,60.52541558486088,37.08157082346921
11332,ClC(Cl)Cl,CO,---,---,0.1,0.9,0.0,0.0,322.45,61.97549088661249,64.355,64.63876470214957,36.48656232925485
11333,ClC(Cl)Cl,CO,---,---,0.15,0.85,0.0,0.0,322.45,65.50288371660473,69.968,68.27874903401599,35.99149661085034
11334,ClC(Cl)Cl,CO,---,---,0.2,0.8,0.0,0.0,322.45,68.59450568286101,74.607,71.46677247819196,35.57158801571177
11335,ClC(Cl)Cl,CO,---,---,0.25,0.75,0.0,0.0,322.45,71.27987024793482,78.14,74.23356112866684,35.209291628501255
11336,ClC(Cl)Cl,CO,---,---,0.3,0.7,0.0,0.0,322.45,73.59066788874958,80.807,76.61209494444454,34.89220782697869
11337,ClC(Cl)Cl,CO,---,---,0.35,0.65,0.0,0.0,322.45,75.55729977930409,82.833,78.63401328841839,34.61150394279952
11338,ClC(Cl)Cl,CO,---,---,0.4,0.6,0.0,0.0,322.45,77.20743835115643,84.433,80.32811219125546,34.360722899600724
11339,ClC(Cl)Cl,CO,---,---,0.45,0.55,0.0,0.0,322.45,78.56558537857055,85.713,81.71987252119852,34.13491659744362
11340,ClC(Cl)Cl,CO,---,---,0.5,0.5,0.0,0.0,322.45,79.6529532607535,86.233,82.83132239084026,33.9300161848114
11341,ClC(Cl)Cl,CO,---,---,0.55,0.4499999999999999,0.0,0.0,322.45,80.48724822215883,86.686,83.68079782961894,33.74236336754622
11342,ClC(Cl)Cl,CO,---,---,0.6,0.4,0.0,0.0,322.45,81.08207856269784,87.006,84.28232159383809,33.56841516055925
11343,ClC(Cl)Cl,CO,---,---,0.65,0.35,0.0,0.0,322.45,81.44569124750232,87.313,84.64427526357048,33.4044044715281
11344,ClC(Cl)Cl,CO,---,---,0.7,0.3,0.0,0.0,322.45,81.57854393299533,87.579,84.7668606638581,33.24600845199098
11345,ClC(Cl)Cl,CO,---,---,0.75,0.25,0.0,0.0,322.45,81.46855863200986,87.566,84.63713325969972,33.087791561052846
11346,ClC(Cl)Cl,CO,---,---,0.8,0.1999999999999999,0.0,0.0,322.45,81.08114090959779,87.219,84.21855595030063,32.922116418430434
11347,ClC(Cl)Cl,CO,---,---,0.85,0.15,0.0,0.0,322.45,80.33525391689507,86.326,83.42596096935785,32.736634893076506
11348,ClC(Cl)Cl,CO,---,---,0.9,0.0999999999999999,0.0,0.0,322.45,79.03312421961618,84.34,82.05202116335482,32.50718158220772
11349,ClC(Cl)Cl,CO,---,---,0.95,0.05,0.0,0.0,322.45,76.56266915984241,80.167,79.45625515192103,32.16952038174214
11350,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.0,1.0,0.0,0.0,298.15,1.173655627414026,1.208,1.2423940251471062,42.208578261445915
11351,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.1522,0.8478,0.0,0.0,298.15,3.5329965945907973,3.71,3.707133214377498,35.67939452086539
11352,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.2666,0.7334,0.0,0.0,298.15,5.04366115652796,5.314,5.2865495246967695,34.87928250261767
11353,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.3456,0.6544,0.0,0.0,298.15,5.979846819262559,6.494,6.2658928207499835,34.65132304156174
11354,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.5276,0.4724,0.0,0.0,298.15,7.883951652494801,8.419,8.259077598567421,34.4715025376322
11355,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.6069,0.3931,0.0,0.0,298.15,8.635098068347077,9.022,9.045766680020222,34.45530338603377
11356,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.6825,0.3175,0.0,0.0,298.15,9.32529955302111,9.889,9.768734787314823,34.45089819079425
11357,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.7269,0.2731,0.0,0.0,298.15,9.724219864083771,10.33,10.186602732794597,34.44931378381704
11358,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.8805,0.1195,0.0,0.0,298.15,11.114629012927127,11.788,11.642727653612424,34.42398643281633
11359,C1CCCCC1,Cc1ccc(C)cc1,---,---,1.0,0.0,0.0,0.0,298.15,12.27810077188712,12.963,12.860239011333203,34.3524044637507
11360,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.0,1.0,0.0,0.0,308.15,2.0331923762566517,2.1025,2.1430750672016874,41.69066167933166
11361,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.1528,0.8472,0.0,0.0,308.15,5.640535513468983,5.798,5.898450686182248,35.41433845107852
11362,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.2674,0.7325999999999999,0.0,0.0,308.15,7.962071391204587,8.161,8.317031835931113,34.5474407489379
11363,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.3464,0.6536,0.0,0.0,308.15,9.405954403295686,9.907,9.822041152825642,34.28587458225088
11364,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.529,0.471,0.0,0.0,308.15,12.370536288607331,12.738,12.91394729513281,34.051698487492764
11365,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.608,0.392,0.0,0.0,308.15,13.537638664575177,13.994,14.13172738674432,34.0185975802301
11366,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.6829,0.3171,0.0,0.0,308.15,14.606110090153956,15.323,15.246736981026777,34.00037003060851
11367,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.7275,0.2724999999999999,0.0,0.0,308.15,15.232490308943385,15.884,15.900410545293855,33.99141259672156
11368,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.8806,0.1193999999999999,0.0,0.0,308.15,17.39446754879552,18.217,18.156131544099924,33.94536808696507
11369,C1CCCCC1,Cc1ccc(C)cc1,---,---,1.0,0.0,0.0,0.0,308.15,19.19446861083071,20.033,20.032858306023236,33.86264774817247
11370,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.0,1.0,0.0,0.0,318.15,3.381850708999018,3.4224,3.5510422374828416,41.21385780066774
11371,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.1532,0.8468,0.0,0.0,318.15,8.711523322790091,8.825,9.0822539393174,35.18406919226048
11372,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.268,0.732,0.0,0.0,318.15,12.161740707133596,12.351,12.665353160240386,34.254928190803426
11373,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.347,0.653,0.0,0.0,318.15,14.314259028133865,14.677,14.901812221692976,33.960716496229274
11374,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.53,0.47,0.0,0.0,318.15,18.768292026700145,19.105,19.531995515952755,33.67233382308251
11375,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.6088,0.3912,0.0,0.0,318.15,20.521280080866845,21.005,21.35504844136325,33.62227681289635
11376,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.6832,0.3167999999999999,0.0,0.0,318.15,22.12185722081095,22.994,23.01978419131102,33.59029884216725
11377,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.728,0.272,0.0,0.0,318.15,23.070986496277786,23.901,24.006970897556705,33.57384964854355
11378,C1CCCCC1,Cc1ccc(C)cc1,---,---,0.8807,0.1192999999999999,0.0,0.0,318.15,26.31774315102372,27.334,27.383280862528462,33.50704831184198
11379,C1CCCCC1,Cc1ccc(C)cc1,---,---,1.0,0.0,0.0,0.0,318.15,29.007500837851747,30.22,30.178580574663766,33.41307720694868
11383,C=CCCCC,c1ccccc1,---,---,0.242,0.758,0.0,0.0,283.15,8.160549765251634,8.79,8.588835365753063,34.218395640172986
11384,C=CCCCC,c1ccccc1,---,---,0.403,0.597,0.0,0.0,283.15,9.464224299480849,9.823,9.947979695081344,33.348112695222085
11385,C=CCCCC,c1ccccc1,---,---,0.526,0.474,0.0,0.0,283.15,10.262084898336731,10.57,10.779092142177959,32.88095184081338
11386,C=CCCCC,c1ccccc1,---,---,0.59,0.41,0.0,0.0,283.15,10.639568800847282,10.907,11.17190560811752,32.660143234077424
11387,C=CCCCC,c1ccccc1,---,---,0.739,0.261,0.0,0.0,283.15,11.455966067436249,11.716,12.020085692665036,32.155859403834185
11388,C=CCCCC,c1ccccc1,---,---,0.838,0.162,0.0,0.0,283.15,11.962874556220246,12.206,12.545446896735697,31.80888673462757
11389,C=CCCCC,c1ccccc1,---,---,1.0,0.0,0.0,0.0,283.15,12.73810164522142,12.644,13.346142201743334,31.193444774847805
11390,CC(C)=O,CC#N,---,---,0.0333,0.9667,0.0,0.0,352.95,101.80559839625504,101.19,105.0726152227223,32.809072737031784
11391,CC(C)=O,CC#N,---,---,0.0459,0.9541,0.0,0.0,353.55,106.05606865870625,101.19,109.43691441559376,32.70561540293247
11392,CC(C)=O,CC#N,---,---,0.136,0.864,0.0,0.0,348.95,104.7772500697475,101.19,108.1563808854873,32.227939538303296
11393,CC(C)=O,CC#N,---,---,0.315,0.685,0.0,0.0,344.05,108.2464341033142,101.19,111.78236482525814,31.727170101694878
11394,CC(C)=O,CC#N,---,---,0.476,0.524,0.0,0.0,340.25,108.53616015691304,101.19,112.13417395432327,31.48431793543259
11395,CC(C)=O,CC#N,---,---,0.48,0.52,0.0,0.0,340.15,108.48604579940506,101.19,112.0839967937271,31.47960141856877
11396,CC(C)=O,CC#N,---,---,0.657,0.3429999999999999,0.0,0.0,335.85,105.47900587581967,101.19,109.04825874936648,31.302782102381602
11397,CC(C)=O,CC#N,---,---,0.794,0.2059999999999999,0.0,0.0,333.05,103.80427771653098,101.19,107.36355696331421,31.186201136541953
11398,CC(C)=O,CC#N,---,---,0.877,0.123,0.0,0.0,330.75,100.33789604866966,101.19,103.8213386442865,31.135704490038634
11399,O,CN1CCCC1=O,---,---,0.081,0.919,0.0,0.0,414.45,52.878811092266076,53.33,54.62320255602393,46.46463344747951
11400,O,CN1CCCC1=O,---,---,0.192,0.808,0.0,0.0,393.15,49.3974743021315,53.33,51.170116147791205,45.424889503129855
11401,O,CN1CCCC1=O,---,---,0.284,0.716,0.0,0.0,383.95,49.3635252192371,53.33,51.20574524943866,45.0266785456752
11402,O,CN1CCCC1=O,---,---,0.357,0.643,0.0,0.0,378.15,48.85472618779215,53.33,50.72401275281939,44.76118565112507
11403,O,CN1CCCC1=O,---,---,0.482,0.518,0.0,0.0,371.25,50.14565865043967,53.33,52.11382793578632,44.23640030673833
11404,O,CN1CCCC1=O,---,---,0.553,0.4469999999999999,0.0,0.0,368.15,51.244421425609296,53.33,53.27381128737574,43.88557829649872
11405,O,CN1CCCC1=O,---,---,0.68,0.3199999999999999,0.0,0.0,363.55,53.4811763332585,53.33,55.61683091577284,43.14764156078376
11406,O,CN1CCCC1=O,---,---,0.808,0.1919999999999999,0.0,0.0,359.95,55.19941827263839,53.33,57.40618767492977,42.34556248506381
11407,O,CN1CCCC1=O,---,---,0.897,0.1029999999999999,0.0,0.0,357.65,54.05961379649342,53.33,56.22969766400625,41.975352008920034
11408,CO,CCOC(C)=O,---,---,0.019,0.981,0.0,0.0,347.95,98.80637151369154,101.33,102.16415925699417,33.737077063785144
11409,CO,CCOC(C)=O,---,---,0.024,0.976,0.0,0.0,347.15,97.29622054496794,101.33,100.62220353188756,33.777257790416854
11410,CO,CCOC(C)=O,---,---,0.056,0.944,0.0,0.0,345.45,97.75077196793903,101.33,101.14410586796461,33.957603716115486
11411,CO,CCOC(C)=O,---,---,0.181,0.819,0.0,0.0,340.25,94.26623709354126,101.33,97.70804103521533,34.61995905209381
11412,CO,CCOC(C)=O,---,---,0.311,0.6890000000000001,0.0,0.0,337.85,93.74690336579738,101.33,97.26947439515129,35.110413062992315
11413,CO,CCOC(C)=O,---,---,0.35,0.65,0.0,0.0,337.35,93.67110118387387,101.33,97.21431685324687,35.23609311564702
11414,CO,CCOC(C)=O,---,---,0.403,0.597,0.0,0.0,336.75,93.50108207330271,101.33,97.0672748449007,35.39760059912676
11415,CO,CCOC(C)=O,---,---,0.566,0.434,0.0,0.0,335.75,94.093718966002,101.33,97.75471150775502,35.882531697100376
11416,CO,CCOC(C)=O,---,---,0.616,0.384,0.0,0.0,335.55,94.19807203914296,101.33,97.88410680332983,36.041150268981376
11417,CO,CCOC(C)=O,---,---,0.646,0.354,0.0,0.0,335.55,94.60396355734983,101.33,98.31427405571364,36.12131034963832
11418,CO,CCOC(C)=O,---,---,0.708,0.292,0.0,0.0,335.45,94.85528712463777,101.33,98.59721024155247,36.30689870829355
11419,CO,CCOC(C)=O,---,---,0.72,0.28,0.0,0.0,335.25,94.20292906732072,101.33,97.92993305560655,36.367202909613866
11420,CO,CCOC(C)=O,---,---,0.734,0.266,0.0,0.0,335.45,95.02178128220515,101.33,98.77826728491186,36.38285322133822
11421,CO,CCOC(C)=O,---,---,0.743,0.257,0.0,0.0,335.65,95.8093798815365,101.33,99.59259289648554,36.384593678657765
11422,CO,CCOC(C)=O,---,---,0.744,0.256,0.0,0.0,335.75,96.18750691271642,101.33,99.98232612546666,36.37498382056128
11423,CO,CCOC(C)=O,---,---,0.81,0.1899999999999999,0.0,0.0,335.65,95.90757698939032,101.33,99.71760494358863,36.60072838601772
11424,CO,CCOC(C)=O,---,---,0.815,0.185,0.0,0.0,335.55,95.52184901513004,101.33,99.32189918949534,36.62949236531946
11425,CO,CCOC(C)=O,---,---,0.889,0.1109999999999999,0.0,0.0,335.95,96.52582589446172,101.33,100.38232317137324,36.87152642637458
11426,CO,CCOC(C)=O,---,---,0.939,0.061,0.0,0.0,336.45,97.65413862732346,101.33,101.56730169255826,37.08888957493046
11427,CO,CCOC(C)=O,---,---,0.05,0.95,0.0,0.0,313.15,28.043311083919743,30.864,29.26854350184827,34.978067034776146
11428,CO,CCOC(C)=O,---,---,0.067,0.933,0.0,0.0,313.15,28.773918451699,30.864,30.033677984640185,35.049052484934
11429,CO,CCOC(C)=O,---,---,0.097,0.903,0.0,0.0,313.15,29.886178759656936,31.997,31.199323183572446,35.171984377186256
11430,CO,CCOC(C)=O,---,---,0.154,0.846,0.0,0.0,313.15,31.56437888955938,34.53,32.95990335431347,35.386500467445416
11431,CO,CCOC(C)=O,---,---,0.2175,0.7825,0.0,0.0,313.15,32.99158925258376,35.797,34.45904739154923,35.596214602567265
11435,CO,CCOC(C)=O,---,---,0.45,0.55,0.0,0.0,313.15,36.09917588363197,39.73,37.733358939218235,36.21424810991016
11436,CO,CCOC(C)=O,---,---,0.568,0.432,0.0,0.0,313.15,36.8829372525946,40.53,38.56599177488668,36.498311311490525
11437,CO,CCOC(C)=O,---,---,0.656,0.344,0.0,0.0,313.15,37.185372656145866,40.663,38.89276769666379,36.719999851322335
11438,CO,CCOC(C)=O,---,---,0.719,0.281,0.0,0.0,313.15,37.246005482029474,40.263,38.96439412112588,36.89235537782925
11439,CO,CCOC(C)=O,---,---,0.78,0.2199999999999999,0.0,0.0,313.15,37.16414302274721,40.463,38.88754654590489,37.07729812890909
11440,CO,CCOC(C)=O,---,---,0.81,0.1899999999999999,0.0,0.0,313.15,37.06592629724606,40.197,38.78951804811123,37.17731500232084
11441,CO,CCO,---,---,0.0,1.0,0.0,0.0,351.45,101.13207045531354,101.33,105.05676627609247,39.212136740459975
11442,CO,CCO,---,---,0.134,0.866,0.0,0.0,349.75,103.66583358080715,101.33,107.68612801488112,38.808378932856556
11443,CO,CCO,---,---,0.242,0.758,0.0,0.0,348.15,104.25818036337418,101.33,108.31059746776562,38.54001369076562
11444,CO,CCO,---,---,0.32,0.6799999999999999,0.0,0.0,346.75,103.42690086317447,101.33,107.46248633272549,38.37554762991512
11445,CO,CCO,---,---,0.401,0.599,0.0,0.0,345.45,102.94237303434309,101.33,106.97307882954124,38.21923333215698
11446,CO,CCO,---,---,0.435,0.565,0.0,0.0,344.85,102.45753010474039,101.33,106.47709706262522,38.15984280999203
11447,CO,CCO,---,---,0.542,0.4579999999999999,0.0,0.0,343.15,101.44069387243566,101.33,105.44189343308047,37.98554329618879
11448,CO,CCO,---,---,0.652,0.348,0.0,0.0,341.75,101.4198125735328,101.33,105.4358944689156,37.82176128837294
11449,CO,CCO,---,---,0.728,0.272,0.0,0.0,340.85,101.4852540834532,101.33,105.51436715201348,37.71896566570693
11450,CO,CCO,---,---,0.79,0.2099999999999999,0.0,0.0,340.05,101.17375408965907,101.33,105.20148333394192,37.64304943878357
11451,CO,CCO,---,---,0.814,0.186,0.0,0.0,339.75,101.06765484930948,101.33,105.0953183150678,37.61484107649616
11452,CO,CCO,---,---,0.873,0.127,0.0,0.0,338.95,100.50574509724389,101.33,104.52322990458143,37.5501271353503
11453,CO,CCO,---,---,0.91,0.0899999999999999,0.0,0.0,338.75,101.31247772675621,101.33,105.36203192643083,37.50427634182798
11454,CO,CCO,---,---,1.0,0.0,0.0,0.0,337.75,101.12559607769144,101.33,105.18181917306654,37.411382698095125
11455,CCOC(C)=O,CC(C)O,---,---,0.1,0.9,0.0,0.0,354.15,104.39644589124246,101.33,108.32459271780769,38.62707637674628
11456,CCOC(C)=O,CC(C)O,---,---,0.2,0.8,0.0,0.0,351.95,102.19250966044513,101.33,105.9964532999412,37.74722221217266
11457,CCOC(C)=O,CC(C)O,---,---,0.3,0.7,0.0,0.0,350.55,101.55030508473934,101.33,105.2905506003008,37.06076116940337
11458,CCOC(C)=O,CC(C)O,---,---,0.4,0.6,0.0,0.0,349.55,101.23922987573697,101.33,104.93209098917613,36.50115298942595
11459,CCOC(C)=O,CC(C)O,---,---,0.5,0.5,0.0,0.0,349.35,102.89669724042372,101.33,106.60261109037076,36.007007868274215
11460,CCOC(C)=O,CC(C)O,---,---,0.6,0.4,0.0,0.0,349.15,103.70250118852537,101.33,107.39472386909328,35.561654999193564
11461,CCOC(C)=O,CC(C)O,---,---,0.7,0.3,0.0,0.0,349.55,105.84255579292457,101.33,109.55479334250808,35.12075313966464
11462,CCOC(C)=O,CC(C)O,---,---,0.8,0.1999999999999999,0.0,0.0,348.65,102.31504599718372,101.33,105.87912324959794,34.70645948810926
11463,CCOC(C)=O,CC(C)O,---,---,0.9,0.0999999999999999,0.0,0.0,349.75,104.47386469473706,101.33,108.0358649428828,34.196159929579565
11464,CO,CC(C)O,---,---,0.081,0.919,0.0,0.0,354.15,104.22706710601999,101.33,108.23833150194565,39.49206859476704
11465,CO,CC(C)O,---,---,0.195,0.8049999999999999,0.0,0.0,352.05,106.5400549810337,101.33,110.64188207945907,39.04019618998663
11466,CO,CC(C)O,---,---,0.293,0.7070000000000001,0.0,0.0,350.25,107.69343328573508,101.33,111.84831760708501,38.72168800278065
11467,CO,CC(C)O,---,---,0.408,0.5920000000000001,0.0,0.0,347.95,107.36659492500816,101.33,111.53114136980892,38.4171393280179
11468,CO,CC(C)O,---,---,0.522,0.478,0.0,0.0,345.85,106.92118249913716,101.33,111.09148712957804,38.16230853974306
11469,CO,CC(C)O,---,---,0.6605,0.3395,0.0,0.0,343.35,105.60672100061979,101.33,109.75828248160357,37.904730802868
11470,CO,CC(C)O,---,---,0.79,0.2099999999999999,0.0,0.0,341.05,103.71942745832791,101.33,107.83041521439362,37.70178696508652
11471,CO,CC(C)O,---,---,0.901,0.0989999999999999,0.0,0.0,339.35,102.69290869453513,101.33,106.78703265993823,37.541670410349354
11472,CO,CC(C)O,---,---,0.068,0.932,0.0,0.0,352.35,96.11355049985335,101.33,99.86437054015495,39.62941141667141
11473,CO,CC(C)O,---,---,0.106,0.894,0.0,0.0,351.65,96.98602305524453,101.33,100.76972172323742,39.46036340982974
11474,CO,CC(C)O,---,---,0.141,0.859,0.0,0.0,351.65,100.12578161551181,101.33,104.01500235138465,39.29216964822678
11475,CO,CC(C)O,---,---,0.184,0.8160000000000001,0.0,0.0,349.65,96.29319953428846,101.33,100.06527371660026,39.1703559924327
11476,CO,CC(C)O,---,---,0.31,0.69,0.0,0.0,347.25,97.26291720004,101.33,101.08525216858051,38.75732806535156
11477,CO,CC(C)O,---,---,0.425,0.575,0.0,0.0,345.35,98.30535061946804,101.33,102.17987112729547,38.444167460793985
11478,CO,CC(C)O,---,---,0.524,0.476,0.0,0.0,343.65,98.32890431510212,101.33,102.22018593699875,38.2196971389458
11479,CO,CC(C)O,---,---,0.652,0.348,0.0,0.0,341.95,99.52198341009868,101.33,103.47301800756848,37.961196140069056
11480,CO,CC(C)O,---,---,0.811,0.1889999999999999,0.0,0.0,340.25,101.63927410247226,101.33,105.68502307964636,37.682594247444285
11481,CO,CC(C)O,---,---,0.824,0.176,0.0,0.0,339.65,99.94745023062336,101.33,103.93921899959008,37.67369259632474
11482,CO,CC(C)O,---,---,0.878,0.122,0.0,0.0,339.05,100.33702490445481,101.33,104.34971950191554,37.59020509012348
11483,CO,CC(C)O,---,---,0.947,0.053,0.0,0.0,338.45,101.37001175112117,101.33,105.42696184734571,37.48415077789649
11484,CCOC(C)=O,CCCCO,---,---,0.0,1.0,0.0,0.0,390.85,102.21434233886761,101.33,105.8376614318872,44.358279490556306
11485,CCOC(C)=O,CCCCO,---,---,0.0855,0.9145,0.0,0.0,383.15,104.23007290376661,101.33,107.74360121663437,40.572998819197764
