,DDB index,molecule_1,molecule_2,molecule_3,molecule_4,x1 [mol/mol],x2 [mol/mol],x3 [mol/mol],x4 [mol/mol],T [K],p_cosmo,p_ddb,p_cosmo_plus1K,hov_cosmo,hov_baseline
5134,7109,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.0435,0.0221,0.9344,0.0,328.28,98.13136291379908,101.32,101.57865916342354,31.031144810720352,26.5705636871
5135,7110,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.0225,0.0102,0.9673,0.0,328.71,99.48738000680768,101.32,102.97380453468512,31.037919137045847,26.322043941
5136,7111,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.1564,0.0381,0.8055,0.0,329.09,96.34195045120283,101.32,99.721911126567,31.14370734301625,27.5230309377
5137,7112,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.2453,0.5249,0.2298,0.0,329.32,94.79732282656968,101.32,98.08254082033524,30.813314359494267,30.2033833141
5138,7113,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.3347,0.3532,0.3121,0.0,329.5,94.5342725128618,101.32,97.82357720830018,30.969168361243277,30.2430398738
5139,7114,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.295,0.4499,0.2551,0.0,329.73,95.30929584823676,101.32,98.61353601170582,30.90173630694614,30.2868146139
5140,7115,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.1128,0.7798,0.1073999999999999,0.0,330.0,91.66275598625614,101.32,94.79627518823072,30.527967713790364,30.0829384308
5141,7116,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.2108,0.034,0.7552,0.0,330.08,96.27834835225164,101.32,99.646752714589,31.246057420670155,27.895790578799996
5142,7117,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.4037,0.2389,0.3574,0.0,330.42,94.13787308169849,101.32,97.4130990363405,31.13941203633945,30.2949930295
5143,7118,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.397,0.2082,0.3948,0.0,330.48,94.6102198427147,101.32,97.9018243417653,31.15019101579749,30.112331503200004
5144,7119,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.3994,0.2695,0.3311,0.0,330.5,94.578774238654,101.32,97.8647454212097,31.11170422161832,30.376828453199998
5145,7120,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.3628,0.3848,0.2524,0.0,330.56,95.08319105509392,101.32,98.37712301664097,31.03439419813509,30.5321648424
5146,7121,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.3717,0.153,0.4753,0.0,330.62,95.58452793244156,101.32,98.9101094911626,31.17728338690931,29.672102234200004
5147,7122,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.3706,0.1294,0.5,0.0,330.73,95.1940286006365,101.32,98.50917031665,31.22713828346001,29.5611549536
5148,7124,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.37,0.0949,0.5351,0.0,331.23,95.23796907582384,101.32,98.55422294664643,31.31760458821594,29.385368081000003
5149,7125,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.2677,0.0276,0.7047,0.0,331.33,96.60843890443394,101.32,99.976014370279,31.3694638512859,28.262657174000005
5150,7126,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.4186,0.2769,0.3044999999999999,0.0,331.35,95.95362547181529,101.32,99.27331053139514,31.14209320002427,30.508881007799996
5151,7127,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.3739,0.0777,0.5484,0.0,331.58,95.120212165282,101.32,98.4320909163644,31.381165230009035,29.3260275319
5152,7128,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.2987,0.4963,0.205,0.0,331.76,99.65209980530211,101.32,103.064739771762,30.907433866780192,30.368222338400003
5153,7129,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.2054,0.703,0.0916,0.0,332.01,94.54112055019606,101.32,97.7693393115942,30.86564960885146,30.4072722914
5154,7130,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.4322,0.2797,0.2881000000000001,0.0,332.1,97.42149679381453,101.32,100.77883541060427,31.163193220315875,30.5824717991
5155,7131,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.3816,0.0569,0.5615000000000001,0.0,332.26,95.42429499712888,101.32,98.74264194325798,31.471408719010626,29.262362928500004
5156,7132,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.3189,0.026,0.6551,0.0,332.32,96.74225736011758,101.32,100.1052823231188,31.47214507124492,28.6167146999
5157,7133,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.0698,0.8754,0.0548,0.0,332.39,91.3928963783096,101.32,94.47312682991938,30.541447627496183,29.9506691514
5158,7134,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.4694,0.2978,0.2327999999999999,0.0,332.95,97.18157320579834,101.32,100.5229412381919,31.251846521342195,30.904466193999994
5159,7135,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.2727,0.635,0.0923,0.0,333.11,96.89575766504744,101.32,100.19906943290415,31.021178000280752,30.6167897598
5160,7136,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.3859,0.0289,0.5851999999999999,0.0,333.34,96.33848949744306,101.32,99.68009499250137,31.596713056172675,29.1148555812
5161,7137,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.4099,0.4461,0.144,0.0,333.38,97.86419371190918,101.32,101.21382470576016,31.19324920440276,30.9758036894
5162,7138,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.4797,0.3004,0.2198999999999999,0.0,333.5,98.1583985697856,101.32,101.52435565818074,31.27283469830382,30.961496789199998
5163,7139,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.1145,0.826,0.0595,0.0,333.67,96.43829081569407,101.32,99.67583338418288,30.65816450876244,30.036230169
5164,7140,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.0724,0.8849,0.0426999999999999,0.0,333.71,93.03135617848488,101.32,96.1504111238819,30.625779007555764,29.9215038899
5165,7141,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.3356,0.5797,0.0847,0.0,334.02,97.8947438490973,101.32,101.2291840506339,31.16372914421773,30.851893558999997
5166,7142,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.5294,0.3242,0.1464,0.0,334.25,96.02337360791137,101.32,99.31805062121686,31.43156592718905,31.413088935399998
5167,7143,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.532,0.3214,0.1465999999999999,0.0,334.6,97.0471467177247,101.32,100.36988316593347,31.431587656514456,31.3975168208
5168,7144,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.5372,0.0745,0.3883,0.0,334.7,94.64872771312814,101.32,97.92118408812706,31.75414560814936,30.450600978999997
5169,7145,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.5385,0.3362,0.1253,0.0,334.72,96.37114721522582,101.32,99.67214853168718,31.4673204107941,31.501021436300004
5170,7146,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.3945,0.5298,0.0756999999999998,0.0,334.76,98.28717882562812,101.32,101.63338743903344,31.287059571141832,31.083498676699993
5171,7147,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.5048,0.0497,0.4454999999999999,0.0,334.93,95.78818694283667,101.32,99.09725514139924,31.77144984498146,30.069492422099998
5172,7148,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.5202,0.0601,0.4197,0.0,335.05,95.94731990163932,101.32,99.2584782515648,31.762051820108905,30.229152781800003
5173,7149,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.5424,0.3619,0.0957,0.0,335.22,96.56993146315712,101.32,99.86833238450645,31.472973397615775,31.5980578285
5174,7150,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.5219,0.3904,0.0876999999999999,0.0,335.38,97.46866663444906,101.32,100.78786931555165,31.410894230208964,31.530762749599997
5175,7151,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.5483,0.085,0.3666999999999999,0.0,335.38,96.74148779302824,101.32,100.06468387377504,31.680497620354352,30.535942446799996
5176,7152,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.4387,0.4863,0.075,0.0,335.51,99.64575822052674,101.32,103.0206645948605,31.267247632289557,31.217897983199997
5177,7153,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.5631,0.103,0.3339,0.0,335.68,97.6455509459968,101.32,100.98520565334344,31.60129766435759,30.707741019
5178,7154,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.568,0.2743,0.1577,0.0,335.77,99.29655731628398,101.32,102.664044438587,31.35602204289492,31.420197467499996
5179,7155,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.5355,0.3967,0.0678,0.0,335.86,97.4510771869888,101.32,100.75538770656884,31.3672999568727,31.631488128500003
5180,7156,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.5857,0.1234,0.2909,0.0,335.94,97.7469177251328,101.32,101.07907665822091,31.5481307620245,30.955593467899998
5181,7157,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.5893,0.1543,0.2563999999999999,0.0,336.06,98.77942471352216,101.32,102.13466614971064,31.45892880885876,31.098828032200004
5182,7158,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.5316,0.4133,0.0551,0.0,336.17,97.82058004978896,101.32,101.12860312729195,31.34298912335476,31.6418843475
5183,7159,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.0702,0.898,0.0317999999999999,0.0,336.33,98.75046964581044,101.32,102.00574816725882,30.59453957011049,29.761460326999998
5184,7160,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.5686,0.0422,0.3892,0.0,336.54,96.1284132904404,101.32,99.4218963895138,31.817501224348693,30.451872407399996
5185,7161,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.6348,0.2066,0.1585999999999999,0.0,336.66,97.74336440900554,101.32,101.05576329947912,31.49964211287639,31.634978735599997
5186,7162,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.6005,0.234,0.1654999999999999,0.0,336.82,100.84033359067342,101.32,104.2407674036846,31.376019962453583,31.450249362999998
5187,7163,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.6252,0.0364,0.3384,0.0,337.89,96.04317715848664,101.32,99.32492307626956,31.988389740324227,30.797541961599997
5188,7164,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.6535,0.2395,0.107,0.0,337.89,99.92292731488472,101.32,103.28591149145788,31.515348137066344,31.826584928
5189,7165,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.6574,0.0394,0.3032,0.0,338.69,96.56187199623916,101.32,99.85226658674266,32.052885866802406,31.0156009676
5190,7166,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.6665,0.0512,0.2823,0.0,338.71,96.90355680832874,101.32,100.20079743173515,32.0108659552457,31.134646533899996
5191,7167,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.6868,0.0703,0.2429,0.0,338.88,97.26220363926458,101.32,100.56404225792964,31.970538205149,31.3628452248
5192,7168,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.6746,0.0566,0.2688,0.0,338.94,97.45011946604008,101.32,100.76039113550068,32.00136973484464,31.205395150599998
5193,7169,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.6916,0.0812,0.2272,0.0,339.08,98.20029545517735,101.32,101.52568699842512,31.92991463158084,31.4301555428
5194,7170,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.692,0.0982,0.2098,0.0,339.12,99.1756944505058,101.32,102.5257287550584,31.85898517219424,31.496949693799994
5195,7171,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.6883,0.0251,0.2865999999999999,0.0,339.86,96.78407856074443,101.32,100.07690565190758,32.22493185023298,31.128199213899997
5196,7172,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.0359,0.951,0.0131,0.0,339.9,103.35477876831264,101.32,106.70309535145954,30.716281092835885,29.418609850000003
5197,7173,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.7136,0.1182,0.1682,0.0,339.98,101.11806370093156,101.32,104.5141489605864,31.840166903438096,31.688142104
5198,7174,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.0234,0.9636,0.013,0.0,340.05,102.89539501750312,101.32,106.2254402690456,30.712594746005,29.3545022374
5199,7175,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.0112,0.9736,0.0151999999999999,0.0,340.07,102.78794486889592,101.32,106.10920595235667,30.66797309252084,29.292579749599998
5200,7176,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.768,0.0548,0.1771999999999999,0.0,340.39,94.81370916419463,101.32,98.03752976086976,32.30595716797599,31.854192947599998
5201,7177,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.0063,0.9856,0.0080999999999999,0.0,340.8,101.99590449758198,101.32,105.29338708891264,30.816269181770227,29.243912562800002
5202,7178,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.7758,0.202,0.0221999999999999,0.0,341.09,100.33089755410978,101.32,103.68371932834349,31.89068051574701,32.4368184086
5203,7179,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.7819,0.1763,0.0417999999999999,0.0,341.27,100.54727162656388,101.32,103.90800403836668,31.93065390320884,32.3731867925
5204,7180,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.8047,0.1331,0.0622,0.0,342.03,100.61344892618098,101.32,103.97737409826657,32.08202371469919,32.333952024999995
5205,7181,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.8359,0.0767,0.0874,0.0,343.02,99.06476248894198,101.32,102.3901963504029,32.39508104544927,32.295256788799996
5206,7182,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.8306,0.0274,0.142,0.0,343.69,98.1446888648682,101.32,101.45433027105436,32.66811373995596,32.0133245838
5207,7183,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.8595,0.0768,0.0636999999999999,0.0,343.94,100.0215623056882,101.32,103.36915569088282,32.47380449454749,32.417558314299995
5208,7184,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.85,0.038,0.112,0.0,344.02,98.49049800939652,101.32,101.80509511426682,32.66578485283663,32.186251916
5209,7185,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.8539,0.0508,0.0953,0.0,344.08,99.3417969148142,101.32,102.6764372996795,32.594418357877444,32.2622928459
5210,7186,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.8686,0.0133,0.1180999999999999,0.0,345.26,98.64596998290104,101.32,101.96763534938796,32.91924846391119,32.149880457799995
5211,7187,CCOC(C)=O,CCCCCC,CC(C)=O,---,0.9145,0.0149,0.0706,0.0,346.82,99.84710524073796,101.32,103.19617864321243,33.090265016419096,32.408848721
5212,7188,C=CCCCC,Cc1cccc(C)c1,---,---,0.0,1.0,0.0,0.0,412.22,101.18768701589136,101.3,103.95732227248774,38.24410813296745,36.06083
5213,7189,C=CCCCC,Cc1cccc(C)c1,---,---,0.0195,0.9805,0.0,0.0,408.23,102.03232479129952,101.3,104.79219235278192,37.072384088550095,36.112167272499995
5214,7190,C=CCCCC,Cc1cccc(C)c1,---,---,0.0403,0.9597,0.0,0.0,404.11,102.34216983629052,101.3,105.08810710712956,36.039813087047456,36.1587825174
5215,7191,C=CCCCC,Cc1cccc(C)c1,---,---,0.0628,0.9372,0.0,0.0,400.0,102.6438877599534,101.3,105.37555818012872,35.0283618678611,36.1685391208
5216,7192,C=CCCCC,Cc1cccc(C)c1,---,---,0.0763,0.9237,0.0,0.0,397.83,103.18442554360364,101.3,105.92028628301468,34.522833431527175,36.150550722999995
5217,7193,C=CCCCC,Cc1cccc(C)c1,---,---,0.0971,0.9029,0.0,0.0,394.57,103.65588675616463,101.3,106.3944005614678,33.83995721468278,36.1179822466
5218,7194,C=CCCCC,Cc1cccc(C)c1,---,---,0.1311,0.8689,0.0,0.0,389.54,103.86528306252714,101.3,106.6048621805557,32.93074763457062,36.044033630899996
5219,7195,C=CCCCC,Cc1cccc(C)c1,---,---,0.1748,0.8251999999999999,0.0,0.0,383.74,103.79957734405524,101.3,106.54573555522776,32.054420991550145,35.883852248
5220,7196,C=CCCCC,Cc1cccc(C)c1,---,---,0.2218,0.7782,0.0,0.0,378.41,103.97633379333696,101.3,106.74591875132664,31.38100242747201,35.6333204354
5221,7197,C=CCCCC,Cc1cccc(C)c1,---,---,0.3041,0.6959,0.0,0.0,370.59,104.09268232639612,101.3,106.91579996566308,30.63929897717962,35.105247597
5222,7198,C=CCCCC,Cc1cccc(C)c1,---,---,0.3476,0.6524,0.0,0.0,367.03,103.9705420092909,101.3,106.8228296471122,30.395815201767157,34.796381071599995
5223,7199,C=CCCCC,Cc1cccc(C)c1,---,---,0.4413,0.5587,0.0,0.0,360.36,103.3392923754454,101.3,106.25087092065756,30.083498677478424,34.0782453263
5224,7200,C=CCCCC,Cc1cccc(C)c1,---,---,0.5087,0.4912999999999999,0.0,0.0,356.36,103.04811283107604,101.3,106.00676086462268,29.972504078877144,33.5163809834
5225,7201,C=CCCCC,Cc1cccc(C)c1,---,---,0.5854,0.4145999999999999,0.0,0.0,352.33,102.5781729766228,101.3,105.58591407975187,29.913080559263555,32.8517905086
5226,7202,C=CCCCC,Cc1cccc(C)c1,---,---,0.6728,0.3272,0.0,0.0,348.32,102.07183714439354,101.3,105.13299785895548,29.894124693611943,32.067364466399994
5227,7203,C=CCCCC,Cc1cccc(C)c1,---,---,0.703,0.297,0.0,0.0,347.05,101.89952346857504,101.3,104.97824330320329,29.89428939073214,31.791107508999996
5228,7204,C=CCCCC,Cc1cccc(C)c1,---,---,0.7904,0.2096,0.0,0.0,343.6,101.26915181376478,101.3,104.39242790293429,29.903716100267584,30.983194054400002
5229,7205,C=CCCCC,Cc1cccc(C)c1,---,---,0.8412,0.1588,0.0,0.0,341.9,101.3716035257356,101.3,104.5300764990606,29.90777203621577,30.4962885912
5230,7206,C=CCCCC,Cc1cccc(C)c1,---,---,0.9074,0.0926,0.0,0.0,339.6,100.81371474346348,101.3,103.99871463355731,29.913455424863034,29.8728135182
5231,7207,C=CCCCC,Cc1cccc(C)c1,---,---,0.949,0.051,0.0,0.0,338.26,100.5800482224894,101.3,103.78319134215458,29.912903412631817,29.475938396999997
5232,7208,C=CCCCC,Cc1cccc(C)c1,---,---,0.9779,0.0221,0.0,0.0,337.36,100.4311289819086,101.3,103.64658630403764,29.910374164558835,29.1973602947
5233,7209,C=CCCCC,Cc1cccc(C)c1,---,---,1.0,0.0,0.0,0.0,336.64,100.1736509206545,101.3,103.39453935964124,29.90802632744362,28.983934
5234,7210,C=CCCCC,Cc1ccc(C)cc1,---,---,0.0,1.0,0.0,0.0,411.38,100.96863003865582,101.3,103.73308957476767,38.09974353151296,39.680805
5235,7211,C=CCCCC,Cc1ccc(C)cc1,---,---,0.0128,0.9872,0.0,0.0,408.91,101.8499509715943,101.3,104.61545830115078,37.33669441716143,39.657513195199996
5236,7212,C=CCCCC,Cc1ccc(C)cc1,---,---,0.0464,0.9536,0.0,0.0,402.51,102.66936272745993,101.3,105.4197811976292,35.700290895484194,39.5934223888
5237,7213,C=CCCCC,Cc1ccc(C)cc1,---,---,0.0676,0.9324,0.0,0.0,398.8,102.95174180387434,101.3,105.69482446992735,34.859146563284426,39.52861326040001
5238,7214,C=CCCCC,Cc1ccc(C)cc1,---,---,0.079,0.921,0.0,0.0,397.03,103.395416542117,101.3,106.1429912628922,34.46005993719887,39.476858461000006
5239,7215,C=CCCCC,Cc1ccc(C)cc1,---,---,0.1091,0.8909,0.0,0.0,392.3,103.44947681215066,101.3,106.19085263197678,33.55265476372108,39.3098772442
5240,7216,C=CCCCC,Cc1ccc(C)cc1,---,---,0.1361,0.8639,0.0,0.0,388.4,103.36646603703583,101.3,106.10581769974306,32.89177278997566,39.131141245900004
5241,7217,C=CCCCC,Cc1ccc(C)cc1,---,---,0.1929,0.8071,0.0,0.0,381.15,103.03667459118932,101.3,105.78305627069506,31.857399763237886,38.679493969800006
5242,7218,C=CCCCC,Cc1ccc(C)cc1,---,---,0.2322,0.7678,0.0,0.0,376.99,103.32553771678612,101.3,106.09629154197305,31.352892195396205,38.3118557936
5243,7219,C=CCCCC,Cc1ccc(C)cc1,---,---,0.2654,0.7345999999999999,0.0,0.0,373.79,103.47236495078916,101.3,106.26524633787554,31.0229899467858,37.9792696386
5244,7220,C=CCCCC,Cc1ccc(C)cc1,---,---,0.3051,0.6949000000000001,0.0,0.0,370.17,103.22221110320052,101.3,106.03535400680737,30.7168736033161,37.5730881228
5245,7221,C=CCCCC,Cc1ccc(C)cc1,---,---,0.3382,0.6617999999999999,0.0,0.0,367.35,102.8376473099036,101.3,105.66556793182396,30.520239851970626,37.22536569059999
5246,7222,C=CCCCC,Cc1ccc(C)cc1,---,---,0.3824,0.6175999999999999,0.0,0.0,364.28,103.3894101880858,101.3,106.2622415796425,30.32259666501705,36.7202483648
5247,7223,C=CCCCC,Cc1ccc(C)cc1,---,---,0.4744,0.5256000000000001,0.0,0.0,358.23,102.83152384711484,101.3,105.76279172915108,30.07338501281725,35.657974635200006
5248,7224,C=CCCCC,Cc1ccc(C)cc1,---,---,0.5345,0.4655,0.0,0.0,354.94,102.80088771646687,101.3,105.7779699631378,29.988028660423783,34.9301862465
5249,7225,C=CCCCC,Cc1ccc(C)cc1,---,---,0.6353,0.3647,0.0,0.0,349.98,102.24245551719883,101.3,105.28241534526316,29.9240580835876,33.686947939199996
5250,7226,C=CCCCC,Cc1ccc(C)cc1,---,---,0.7089,0.2911,0.0,0.0,346.79,101.77258978942376,101.3,104.85400792900556,29.912065150451404,32.7601242776
5251,7227,C=CCCCC,Cc1ccc(C)cc1,---,---,0.7851,0.2148999999999999,0.0,0.0,343.77,101.19973711550604,101.3,104.31877726144316,29.91347968938567,31.789162650199994
5252,7228,C=CCCCC,Cc1ccc(C)cc1,---,---,0.8346,0.1654,0.0,0.0,342.02,101.05407808636993,101.3,104.20123045759192,29.91537750890804,31.1474289086
5253,7229,C=CCCCC,Cc1ccc(C)cc1,---,---,0.899,0.1009999999999999,0.0,0.0,339.83,100.7163124513228,101.3,103.89424709343902,29.916963184968942,30.310798914999992
5254,7230,C=CCCCC,Cc1ccc(C)cc1,---,---,0.9549,0.0451,0.0,0.0,338.05,100.4751956054651,101.3,103.67914523066568,29.913934711822808,29.579658597999998
5255,7231,C=CCCCC,Cc1ccc(C)cc1,---,---,1.0,0.0,0.0,0.0,336.64,100.1736509206545,101.3,103.39453935964124,29.90802632744362,28.983934
5256,7232,CCCCO,Cc1cccc(C)c1,---,---,0.0,1.0,0.0,0.0,407.95,90.01637693555044,95.0,92.53952431220974,38.34578928635688,36.3859
5257,7233,CCCCO,Cc1cccc(C)c1,---,---,0.093,0.907,0.0,0.0,398.15,98.36771968420626,95.0,101.33829091483724,39.31242686818406,37.434528246
5258,7234,CCCCO,Cc1cccc(C)c1,---,---,0.2011,0.7988999999999999,0.0,0.0,394.25,97.838915402716,95.0,100.92187867336683,40.19593857725658,38.130516226699996
5259,7235,CCCCO,Cc1cccc(C)c1,---,---,0.302,0.698,0.0,0.0,392.45,98.15018892154794,95.0,101.31458477753748,40.73812658353465,38.659048811999995
5260,7236,CCCCO,Cc1cccc(C)c1,---,---,0.39,0.61,0.0,0.0,391.25,97.995847211817,95.0,101.20650339114988,41.13584174769748,39.10108154
5261,7237,CCCCO,Cc1cccc(C)c1,---,---,0.503,0.497,0.0,0.0,390.15,97.8998586355165,95.0,101.16320428441628,41.60565685012845,39.641632494999996
5262,7238,CCCCO,Cc1cccc(C)c1,---,---,0.603,0.397,0.0,0.0,389.65,98.42684241079624,95.0,101.74915817869964,42.0143281849902,40.082286302
5263,7239,CCCCO,Cc1cccc(C)c1,---,---,0.695,0.305,0.0,0.0,389.15,98.0798036808518,95.0,101.4326935821807,42.43310941913175,40.49601935
5264,7240,CCCCO,Cc1cccc(C)c1,---,---,0.796,0.2039999999999999,0.0,0.0,388.85,97.67598219669937,95.0,101.06262968204553,42.96111649393299,40.928703080000005
5265,7241,CCCCO,Cc1cccc(C)c1,---,---,0.9015,0.0985,0.0,0.0,389.05,97.832256659099,95.0,101.27456335812354,43.63133856864405,41.32561420500001
5266,7242,CCCCO,Cc1cccc(C)c1,---,---,1.0,0.0,0.0,0.0,389.05,95.9438249254312,95.0,99.38802011102146,44.499133320361,41.71641
5267,7254,CO,CCCCCCCCCCCCCCCC,---,---,0.0215,0.9785,0.0,0.0,333.15,31.80828040865425,29.064,32.880938280807435,30.698456730310657,76.0944003745
5268,7262,CCO,CCCCCCCCCCCCCCCC,---,---,0.38,0.62,0.0,0.0,298.15,7.610051069459158,7.733,8.02747237851793,39.60041885784864,64.37649298
5269,7263,CCO,CCCCCCCCCCCCCCCC,---,---,0.96,0.04,0.0,0.0,298.15,8.474335963296873,7.733,8.95362446732353,40.79903814699086,40.83172415999999
5270,7264,CCO,CCCCCCCCCCCCCCCC,---,---,0.042,0.958,0.0,0.0,313.15,8.182468537029617,7.946,8.550738467826307,36.009146181065816,77.0398266
5271,7267,CCO,CCCCCCCCCCCCCCCC,---,---,0.517,0.483,0.0,0.0,313.15,17.090270040458932,17.305,17.934511661603203,39.43946963834186,57.7131691
5272,7268,CCO,CCCCCCCCCCCCCCCC,---,---,0.941,0.059,0.0,0.0,313.15,18.36662996344403,17.305,19.29362059878329,40.27499431227569,40.4615843
5273,7283,C1CCOC1,O,---,---,0.04,0.96,0.0,0.0,339.65,102.05788152852416,101.33,105.86339008068296,35.21830307867747,40.45832912
5274,7284,C1CCOC1,O,---,---,0.06,0.94,0.0,0.0,338.73,99.49259348574358,101.33,103.190084101243,34.91341465025556,40.29148497999999
5275,7285,C1CCOC1,O,---,---,0.08,0.92,0.0,0.0,338.47,96.13915106662871,101.33,99.75306665929875,35.253140715444715,40.08518132
5276,7286,C1CCOC1,O,---,---,0.1,0.9,0.0,0.0,338.09,91.9471816136429,101.33,95.4374751208608,35.51334622399612,39.8861027
5277,7297,C1CCOC1,O,---,---,0.65,0.35,0.0,0.0,336.97,91.66051632176948,101.33,94.97125787223352,33.59856890828474,33.85374075
5278,7298,C1CCOC1,O,---,---,0.7,0.3,0.0,0.0,336.85,92.64705024443884,101.33,95.96920496723595,33.33590588444297,33.3066159
5279,7299,C1CCOC1,O,---,---,0.75,0.25,0.0,0.0,336.76,93.57413339257656,101.33,96.90364370234036,33.06550330689888,32.75766825
5280,7300,C1CCOC1,O,---,---,0.8,0.1999999999999999,0.0,0.0,336.69,94.37867412318644,101.33,97.70853611541042,32.77825615401267,32.207513999999996
5281,7301,C1CCOC1,O,---,---,0.82,0.18,0.0,0.0,336.68,94.69664796292186,101.33,98.0252151872108,32.6556495523067,31.986345999999998
5282,7302,C1CCOC1,O,---,---,0.84,0.16,0.0,0.0,336.72,95.13605781508087,101.33,98.46582203681132,32.52659237348893,31.76208536
5283,7303,C1CCOC1,O,---,---,0.86,0.14,0.0,0.0,336.79,95.62466620739362,101.33,98.95576716274314,32.38941995958663,31.53595936
5284,7304,C1CCOC1,O,---,---,0.88,0.12,0.0,0.0,336.88,96.12040574643608,101.33,99.45146057288356,32.241946259881935,31.30860308
5285,7305,C1CCOC1,O,---,---,0.9,0.0999999999999999,0.0,0.0,337.02,96.7085830988649,101.33,100.0401779790978,32.080852388750245,31.078126599999997
5286,7306,C1CCOC1,O,---,---,0.92,0.0799999999999999,0.0,0.0,337.2,97.33656093005104,101.33,100.6671533395477,31.90189037701164,30.845152599999995
5287,7307,C1CCOC1,O,---,---,0.94,0.06,0.0,0.0,337.44,98.03886108071704,101.33,101.36692327809928,31.698476791651995,30.608442759999996
5288,7308,C1CCOC1,O,---,---,0.96,0.04,0.0,0.0,337.76,98.82834731796449,101.33,102.15119377290586,31.46041684541205,30.36673584
5289,7309,C1CCOC1,O,---,---,0.98,0.02,0.0,0.0,338.22,99.80226497638792,101.33,103.11719833620792,31.16998574003609,30.116289979999998
