,DDB index,molecule_1,molecule_2,molecule_3,molecule_4,x1 [mol/mol],x2 [mol/mol],x3 [mol/mol],x4 [mol/mol],T [K],p_cosmo,p_ddb,p_cosmo_plus1K,hov_cosmo,hov_baseline
1416,2055,c1ccccc1,C1CCCCC1,CCCCO,---,0.439,0.279,0.2819999999999999,0.0,352.25,107.43507007154332,101.33,110.93603159294884,33.17635665308844,40.736703866
1417,2056,c1ccccc1,C1CCCCC1,CCCCO,---,0.518,0.226,0.256,0.0,352.45,107.9777628964008,101.33,111.50311550101004,33.27628681234247,39.584936354
1418,2057,c1ccccc1,C1CCCCC1,CCCCO,---,0.523,0.262,0.2149999999999999,0.0,351.59,107.38875584447578,101.33,110.89630109775324,33.127548433383154,39.631621029
1419,2058,c1ccccc1,C1CCCCC1,CCCCO,---,0.416,0.401,0.183,0.0,351.35,109.2704841684608,101.33,112.81093818779952,32.82191311699511,41.31574137
1420,2059,c1ccccc1,C1CCCCC1,CCCCO,---,0.475,0.366,0.159,0.0,351.13,109.1204337108156,101.33,112.6617620331572,32.83322360252717,40.479558952
1421,2060,c1ccccc1,C1CCCCC1,CCCCO,---,0.491,0.476,0.033,0.0,350.72,110.9077288899,101.33,114.4630872828806,32.362753843485656,40.484156189
1422,2061,c1ccccc1,C1CCCCC1,CCCCO,---,0.532,0.426,0.0419999999999999,0.0,350.73,110.73289691478168,101.33,114.2938869552316,32.465437720425165,39.853377433999995
1423,2062,c1ccccc1,C1CCCCC1,CCCCO,---,0.545,0.433,0.0219999999999999,0.0,350.77,110.9521596522735,101.33,114.505674365511,32.34268929546064,39.696101729999995
1424,2063,c1ccccc1,C1CCCCC1,CCCCO,---,0.466,0.513,0.021,0.0,350.82,111.22024490262568,101.33,114.77024664165788,32.24371894915777,40.88177136
1425,2064,c1ccccc1,C1CCCCC1,CCCCO,---,0.462,0.52,0.018,0.0,350.85,111.2774097954324,101.33,114.8250143126798,32.21148840134735,40.947671500000006
1426,2066,c1ccccc1,C1CCCCC1,CCCCO,---,0.0,0.0,1.0,0.0,390.85,102.2143423388676,101.33,105.8376614318872,44.35827949055631,41.50258
1427,2067,c1ccccc1,C1CCCCC1,CCCCO,---,1.0,0.0,0.0,0.0,353.26,101.45696476111024,101.33,104.81323269984522,33.86422861970725,32.769012
1428,2068,c1ccccc1,C1CCCCC1,CCCCO,---,0.0,1.0,0.0,0.0,353.81,101.0445104419473,101.33,104.19754624672682,32.072203723318474,48.132576
1429,2069,CCOC(C)=O,OCCO,---,---,0.0,1.0,0.0,0.0,470.35,100.80844954012773,101.33,104.28911204388484,62.57111718853892,45.846077
1430,2085,CCOC(C)=O,OCCO,---,---,0.583,0.417,0.0,0.0,352.85,91.44783584493996,101.33,94.39592779218285,32.938583642789695,42.06983228
1431,2086,CCOC(C)=O,OCCO,---,---,0.78,0.2199999999999999,0.0,0.0,351.75,94.4670687353121,101.33,97.5701691539428,33.34382704028504,37.67022965999999
1432,2087,CCOC(C)=O,OCCO,---,---,0.885,0.1149999999999999,0.0,0.0,350.95,96.19734733561036,101.33,99.3892938222604,33.52334322834707,35.34168628
1433,2088,CCOC(C)=O,OCCO,---,---,0.988,0.012,0.0,0.0,350.55,101.3852256759292,101.33,104.76721785666729,33.62221221359575,33.02838346
1434,2089,CCOC(C)=O,OCCO,---,---,1.0,0.0,0.0,0.0,350.25,101.49099123880096,101.33,104.88262051949008,33.62435214899073,32.778164
1435,2090,CCOC(C)=O,CCO,OCCO,---,0.0471,0.8491,0.1038,0.0,351.35,94.6213467179644,101.33,98.23302237874786,38.55763667175577,37.1439701992
1436,2091,CCOC(C)=O,CCO,OCCO,---,0.0936,0.7975,0.1089,0.0,350.05,92.88611069047086,101.33,96.40870317387294,38.03111164862517,37.2319806043
1437,2092,CCOC(C)=O,CCO,OCCO,---,0.1501,0.747,0.1028999999999999,0.0,349.25,93.8065171473928,101.33,97.33090722678824,37.51182206556663,37.032120201699996
1438,2093,CCOC(C)=O,CCO,OCCO,---,0.1781,0.7093,0.1125999999999999,0.0,348.65,92.3041509523486,101.33,95.760449556509,37.25996465165892,37.2057443528
1439,2094,CCOC(C)=O,CCO,OCCO,---,0.236,0.6535,0.1105,0.0,348.15,93.02955626651482,101.33,96.48337756020298,36.84288887640871,37.058782717
1440,2095,CCOC(C)=O,CCO,OCCO,---,0.2871,0.6007,0.1121999999999999,0.0,347.75,93.09263219345614,101.33,96.52524290675136,36.51238600726858,36.9980569049
1441,2096,CCOC(C)=O,CCO,OCCO,---,0.3496,0.5439,0.1064999999999999,0.0,347.45,93.89281861618866,101.33,97.32903724991394,36.181696888026046,36.7515296627
1442,2097,CCOC(C)=O,CCO,OCCO,---,0.3922,0.5006,0.1071999999999999,0.0,347.15,93.50124267706832,101.33,96.90798725870783,35.96231387174054,36.68381197
1443,2098,CCOC(C)=O,CCO,OCCO,---,0.4208,0.4763,0.1028999999999999,0.0,346.95,93.48607619910632,101.33,96.88478239430522,35.84339746429446,36.5414366058
1444,2099,CCOC(C)=O,CCO,OCCO,---,0.4911,0.4031,0.1058,0.0,346.85,93.37931026310773,101.33,96.7434383753462,35.50451733750893,36.435050674799996
1445,2100,CCOC(C)=O,CCO,OCCO,---,0.5499,0.3377,0.1123999999999999,0.0,346.95,93.15390855361672,101.33,96.47955060326537,35.20910052603201,36.4168141602
1446,2101,CCOC(C)=O,CCO,OCCO,---,0.5991,0.2877,0.1132,0.0,347.05,93.08354627352357,101.33,96.38352102221997,34.98812143212496,36.3044860411
1447,2102,CCOC(C)=O,CCO,OCCO,---,0.6495,0.2444,0.1061,0.0,346.95,92.7356326908449,101.33,96.00809463361476,34.80931417887828,36.0441021564
1448,2105,CCOC(C)=O,CCO,OCCO,---,0.8665,0.0333,0.1001999999999999,0.0,350.15,96.48979403813928,101.33,99.72817801375166,33.74752531080413,35.147602590199995
1449,2106,CCOC(C)=O,CCO,OCCO,---,0.8351,0.0664,0.0985,0.0,349.35,95.76946110299107,101.33,99.0176066969112,33.94256275836594,35.2511147036
1450,2144,CC(C)=O,O,---,---,0.388,0.612,0.0,0.0,373.05,319.7790203535864,344.73,329.03767134314666,33.114485948544385,32.569717204
1451,2145,CC(C)=O,O,---,---,0.545,0.4549999999999999,0.0,0.0,372.15,339.03200245855334,344.73,348.68083636192455,32.401401836469944,30.28699725
1452,2146,CC(C)=O,O,---,---,0.633,0.367,0.0,0.0,371.95,348.43615916546844,344.73,358.277754170891,32.1255988553142,28.984847721
1453,2147,CC(C)=O,O,---,---,0.778,0.2219999999999999,0.0,0.0,371.75,361.1143228209702,344.73,371.1834599866431,31.685945618861027,26.829518425999993
1454,2148,CC(C)=O,O,---,---,0.89,0.1099999999999999,0.0,0.0,371.55,366.63691287372353,344.73,376.7167977829479,31.214375250337703,25.166800099999996
1455,2149,CC(C)=O,O,---,---,0.95,0.05,0.0,0.0,371.35,365.5922385507229,344.73,375.5231305862648,30.812671666709267,24.2813774
1521,2277,CO,c1ccccc1,C1CCCCC1,---,1.0,0.0,0.0,0.0,337.72,101.00595264731454,101.33,105.05819180567184,37.412125683022126,21.204468
1522,2278,CO,c1ccccc1,C1CCCCC1,---,0.0,1.0,0.0,0.0,353.26,101.45696476111024,101.33,104.81323269984522,33.86422861970725,32.769012
1523,2279,CO,c1ccccc1,C1CCCCC1,---,0.0,0.0,1.0,0.0,353.81,101.0445104419473,101.33,104.19754624672682,32.072203723318474,48.132576
1524,2280,CO,c1ccccc1,C1CCCCC1,---,0.917,0.063,0.0199999999999999,0.0,332.1,91.90008108154927,101.33,95.61217399249152,36.4213102946486,22.845540626
1525,2287,CO,c1ccccc1,C1CCCCC1,---,0.116,0.25,0.634,0.0,332.85,103.4342862229232,101.33,107.29959326602042,33.89724651562784,40.50277978
1526,2290,CO,c1ccccc1,C1CCCCC1,---,0.38,0.214,0.406,0.0,327.75,91.76582784576914,101.33,95.39614618832545,34.758110685061546,34.37375342
1527,2291,CO,c1ccccc1,C1CCCCC1,---,0.46,0.206,0.3340000000000001,0.0,327.95,92.86775568538582,101.33,96.54628364446106,34.84337083450059,32.51931922000001
1528,2292,CO,c1ccccc1,C1CCCCC1,---,0.532,0.19,0.2779999999999999,0.0,327.95,93.04780862882696,101.33,96.74194872976128,34.92199981872105,30.955620076
1529,2293,CO,c1ccccc1,C1CCCCC1,---,0.597,0.176,0.227,0.0,327.95,92.84670751091132,101.33,96.5416072262732,35.003239997789706,29.538676011
1530,2294,CO,c1ccccc1,C1CCCCC1,---,0.651,0.16,0.1889999999999999,0.0,327.95,92.43336347739674,101.33,96.1207267679668,35.08641547810281,28.413342692999997
1531,2295,CO,c1ccccc1,C1CCCCC1,---,0.707,0.146,0.147,0.0,328.15,92.08682237410716,101.33,95.76859068005145,35.20633025066323,27.207484033
1532,2296,CO,c1ccccc1,C1CCCCC1,---,0.737,0.129,0.134,0.0,328.2,91.85934830568092,101.33,95.53741956045816,35.2677988825366,26.676029294000003
1533,2297,CO,c1ccccc1,C1CCCCC1,---,0.764,0.115,0.1209999999999999,0.0,328.3,91.62970928815928,101.33,95.30348257390136,35.33544781689507,26.179667341
1534,2299,CO,c1ccccc1,C1CCCCC1,---,0.736,0.161,0.103,0.0,328.55,91.23898227673052,101.33,94.89551170948609,35.37423093744311,26.303507523
1535,2300,CO,c1ccccc1,C1CCCCC1,---,0.65,0.247,0.1029999999999999,0.0,328.95,91.89731699294188,101.33,95.5630160130537,35.29774329165885,27.359323293999996
1536,2301,CO,c1ccccc1,C1CCCCC1,---,0.574,0.323,0.103,0.0,329.25,91.90121375558536,101.33,95.5542481820596,35.240770434905095,28.294866987999995
1537,2302,CO,c1ccccc1,C1CCCCC1,---,0.489,0.4,0.1109999999999999,0.0,329.5,91.70262677569728,101.33,95.33185457266345,35.14310097261666,29.441748720999996
1538,2303,CO,c1ccccc1,C1CCCCC1,---,0.39,0.483,0.127,0.0,329.85,91.47170324877656,101.33,95.06821511947877,34.992687431700304,30.856611251000004
1539,2308,CO,c1ccccc1,C1CCCCC1,---,0.148,0.794,0.0579999999999999,0.0,334.95,95.5656977716838,101.33,99.17418739029834,34.67696054844059,32.774934855999994
1540,2309,CO,c1ccccc1,C1CCCCC1,---,0.112,0.534,0.354,0.0,334.95,104.33766838574286,101.33,108.18489495929232,33.87746664311308,37.018578984
1541,2315,CO,c1ccccc1,C1CCCCC1,---,0.356,0.275,0.369,0.0,328.15,91.91246575989123,101.33,95.5344280201604,34.70980171208418,34.23171082900001
1542,2316,CO,c1ccccc1,C1CCCCC1,---,0.465,0.24,0.2949999999999999,0.0,328.05,92.51358996214393,101.33,96.17657561228695,34.85046572995465,31.992273764999997
1543,2317,CO,c1ccccc1,C1CCCCC1,---,0.53,0.225,0.2449999999999999,0.0,328.05,92.5624855649297,101.33,96.23621571310254,34.932618566808614,30.586507149999996
1544,2318,CO,c1ccccc1,C1CCCCC1,---,0.531,0.265,0.2039999999999999,0.0,328.45,92.79732835635926,101.33,96.47464384453768,34.96424453919766,30.074089449999995
1545,2319,CO,c1ccccc1,C1CCCCC1,---,0.481,0.342,0.177,0.0,328.85,92.23909657377934,101.33,95.88519195768876,34.96375037568675,30.362126198
1546,2320,CO,c1ccccc1,C1CCCCC1,---,0.411,0.421,0.1679999999999999,0.0,329.25,91.67677663507924,101.33,95.2866715380084,34.91616758633375,31.113758195999996
1547,2323,CO,c1ccccc1,C1CCCCC1,---,0.167,0.686,0.1469999999999999,0.0,333.65,96.98661827709424,101.33,100.65091746322092,34.428599614269295,33.731056837
1548,2324,CO,c1ccccc1,C1CCCCC1,---,0.101,0.774,0.125,0.0,336.45,100.2331037009157,101.33,103.9232229372467,34.12879517823558,34.154863565999996
1549,2325,CO,c1ccccc1,C1CCCCC1,---,0.16,0.437,0.4029999999999999,0.0,330.1,91.84825504556714,101.33,95.37423236959182,34.23290038016985,37.07382087
1550,2327,CO,c1ccccc1,C1CCCCC1,---,0.404,0.339,0.2569999999999999,0.0,328.5,91.77657959225706,101.33,95.39496533466354,34.80054740032884,32.29169448
1551,2330,CO,c1ccccc1,C1CCCCC1,---,0.147,0.629,0.2239999999999999,0.0,334.45,101.5539175141378,101.33,105.34343969585782,34.17458205517257,34.93012628999999
1552,2339,CO,c1ccccc1,C1CCCCC1,---,0.016,0.431,0.5529999999999999,0.0,341.95,110.0833116907709,101.33,113.79448387675043,32.329531852660644,40.872914599
1553,2340,CO,c1ccccc1,C1CCCCC1,---,0.005,0.368,0.627,0.0,343.35,102.2447239366104,101.33,105.60572245266168,31.7949750555694,42.065107
1554,2342,CO,c1ccccc1,C1CCCCC1,---,0.018,0.261,0.721,0.0,340.58,109.4233722860481,101.33,113.1405617102178,32.31305342967988,43.110010773999996
1555,2344,CO,c1ccccc1,C1CCCCC1,---,0.09,0.453,0.457,0.0,334.15,101.43313955489606,101.33,105.1744260044093,33.726326420960106,38.61218207
1556,2345,CO,c1ccccc1,C1CCCCC1,---,0.084,0.385,0.531,0.0,333.05,98.3278278899812,101.33,101.97602349617156,33.69953376594248,39.614369905000004
1557,2346,CO,c1ccccc1,C1CCCCC1,---,0.08,0.32,0.6000000000000001,0.0,332.0,95.49360055057812,101.33,99.05832383778568,33.68894033516221,40.50832544
1558,2347,CO,c1ccccc1,C1CCCCC1,---,0.061,0.592,0.3470000000000001,0.0,335.35,98.38473931293144,101.33,101.96349335619556,33.50799246964102,37.560674302
1625,2420,CO,CCCCCC,---,---,0.0,1.0,0.0,0.0,333.15,76.06958937823019,76.047,78.68421928683848,31.27934309682848,29.821371
1626,2427,CO,CCCCCC,---,---,0.145,0.855,0.0,0.0,333.15,133.6985484698837,147.148,138.55580607010384,33.030093470800615,28.61424919
1627,2428,CO,CCCCCC,---,---,0.175,0.825,0.0,0.0,333.15,135.30084566169606,148.308,140.23574920387534,33.15837515980836,28.364499849999998
1628,2429,CO,CCCCCC,---,---,0.218,0.782,0.0,0.0,333.15,136.88099057663624,148.988,141.8953581530172,33.300787227609646,28.006525796000002
1629,2430,CO,CCCCCC,---,---,0.399,0.601,0.0,0.0,333.15,139.38235391111562,149.348,144.5387456734356,33.62353797109431,26.499704778
1630,2431,CO,CCCCCC,---,---,0.479,0.521,0.0,0.0,333.15,139.59504004999695,149.561,144.76906519705153,33.685973993061175,25.833706538
1631,2432,CO,CCCCCC,---,---,0.522,0.478,0.0,0.0,333.15,139.60572995379255,149.641,144.78334135707564,33.70636786689504,25.475732483999998
1632,2433,CO,CCCCCC,---,---,0.57,0.43,0.0,0.0,333.15,139.53882304404002,149.494,144.7161885094181,33.72066573925671,25.07613354
1633,2434,CO,CCCCCC,---,---,0.613,0.387,0.0,0.0,333.15,139.3898374605767,149.388,144.56282580502796,33.72803364525222,24.718159486
1634,2435,CO,CCCCCC,---,---,0.657,0.3429999999999999,0.0,0.0,333.15,139.10374744464968,149.308,144.26694819591148,33.733356733903896,24.351860453999997
1635,2436,CO,CCCCCC,---,---,0.733,0.267,0.0,0.0,333.15,137.99045219744943,149.254,143.1154507385359,33.753539600414605,23.719162126
1636,2437,CO,CCCCCC,---,---,0.79,0.2099999999999999,0.0,0.0,333.15,136.07038393731153,148.961,141.13230641172777,33.80755352572853,23.244638379999998
1637,2438,CO,CCCCCC,---,---,0.828,0.172,0.0,0.0,333.15,133.7541810244978,147.761,138.7423659077734,33.89046061235697,22.928289216
1638,2449,CO,CCCCCC,---,---,1.0,0.0,0.0,0.0,333.15,84.10542537775007,83.9,87.58547772391339,37.52713367569534,21.496393
1694,2515,CCOC(C)=O,CC(=O)O,---,---,0.7311,0.2689,0.0,0.0,333.11,42.79103750675762,44.596,44.4414282424022,35.018999386966584,34.566139209
1695,2516,CCOC(C)=O,CC(=O)O,---,---,0.9033,0.0967,0.0,0.0,333.11,51.13442100458022,53.382,53.07000540401472,34.3810534069348,34.256728527
1696,2517,CCOC(C)=O,CC(=O)O,---,---,0.941,0.059,0.0,0.0,333.11,52.94964165263051,53.489,54.94768078672311,34.27569347459492,34.188988789999996
1697,2518,CC(C)=O,CO,CC(C)O,---,0.0,0.0,1.0,0.0,355.65,101.9048863722454,101.33,105.83223097546184,39.88116465210725,36.734062
1698,2519,CC(C)=O,CO,CC(C)O,---,1.0,0.0,0.0,0.0,329.45,102.12826527160892,101.33,105.6898848961574,31.02901486638976,26.049618
1699,2520,CC(C)=O,CO,CC(C)O,---,0.0,1.0,0.0,0.0,337.6,100.52855753929268,101.33,104.56489142794727,37.41509916278424,21.21235
1700,2521,CC(C)=O,CO,CC(C)O,---,0.781,0.121,0.0979999999999999,0.0,329.98,100.14546188507164,101.33,103.73767613811378,32.002313161974385,26.82139892
1701,2522,CC(C)=O,CO,CC(C)O,---,0.702,0.252,0.046,0.0,329.37,99.9664025890661,101.33,103.61336113270649,32.41854066182271,25.58756793
1702,2523,CC(C)=O,CO,CC(C)O,---,0.579,0.232,0.189,0.0,331.52,98.65269170422336,101.33,102.25502147524656,32.87206926775423,27.470994559
1703,2524,CC(C)=O,CO,CC(C)O,---,0.526,0.355,0.119,0.0,330.88,98.53454825885844,101.33,102.18185382432472,33.18599367020244,26.034971789
1704,2525,CC(C)=O,CO,CC(C)O,---,0.467,0.313,0.2199999999999999,0.0,332.45,97.74086718985576,101.33,101.3524521066028,33.443519848043586,27.475636151999993
1705,2526,CC(C)=O,CO,CC(C)O,---,0.424,0.485,0.091,0.0,331.12,97.60412057506896,101.33,101.27299627359396,33.739918826209745,25.078465687999998
1706,2527,CC(C)=O,CO,CC(C)O,---,0.386,0.279,0.3349999999999999,0.0,334.97,98.3557230265942,101.33,101.98294103414224,33.886669972881386,28.990544524
1707,2528,CC(C)=O,CO,CC(C)O,---,0.332,0.43,0.2379999999999999,0.0,334.24,98.45657626866576,101.33,102.14735514735264,34.285302405883726,27.088825449999995
1708,2529,CC(C)=O,CO,CC(C)O,---,0.314,0.401,0.2849999999999999,0.0,335.06,98.31011830919994,101.33,101.99093925173533,34.41247292997442,27.78658853
1709,2530,CC(C)=O,CO,CC(C)O,---,0.257,0.536,0.2069999999999999,0.0,334.92,98.87231235891394,101.33,102.62525007626512,34.84936459975613,26.168193455999997
1710,2531,CC(C)=O,CO,CC(C)O,---,0.206,0.603,0.191,0.0,335.27,98.09095525953234,101.33,101.85326320072076,35.28139148058635,25.639372315000003
1711,2532,CC(C)=O,CO,CC(C)O,---,0.168,0.672,0.1599999999999999,0.0,335.41,97.74764525155952,101.33,101.53040114710024,35.62148886913906,24.916206327999994
1712,2533,CC(C)=O,CO,CC(C)O,---,0.135,0.753,0.1119999999999999,0.0,335.33,97.510201015841,101.33,101.31776806530404,35.91925580664714,23.929086864
1713,2537,C1CCOC1,CC(=O)O,---,---,0.0972,0.9028,0.0,0.0,303.15,3.6457577090775466,3.722,3.843870816796552,40.56633573990676,36.985201519200004
1714,2538,C1CCOC1,CC(=O)O,---,---,0.16,0.84,0.0,0.0,303.15,4.822610502926063,4.614,5.071683823122859,38.60518823803044,36.63511576
1715,2539,C1CCOC1,CC(=O)O,---,---,0.2899,0.7101,0.0,0.0,303.15,7.182307947656421,6.852,7.532117355301645,36.45705163473291,35.9109734014
1716,2540,C1CCOC1,CC(=O)O,---,---,0.3185,0.6815,0.0,0.0,303.15,7.723889910376394,7.408,8.096438368510679,36.11262876865048,35.751539441
1717,2541,C1CCOC1,CC(=O)O,---,---,0.398,0.602,0.0,0.0,303.15,9.332548734725629,9.411,9.771737247852986,35.25398485691304,35.308357627999996
1718,2542,C1CCOC1,CC(=O)O,---,---,0.4824,0.5176000000000001,0.0,0.0,303.15,11.272441161224195,11.805,11.790385381975536,34.43935547828725,34.8378602064
1719,2543,C1CCOC1,CC(=O)O,---,---,0.572,0.428,0.0,0.0,303.15,13.661048890949957,14.512,14.27419549572368,33.65837422182111,34.338374791999996
1720,2544,C1CCOC1,CC(=O)O,---,---,0.6206,0.3793999999999999,0.0,0.0,303.15,15.103989816452843,15.957,15.77405485789424,33.27720794683576,34.067448551599995
1721,2545,C1CCOC1,CC(=O)O,---,---,0.6504,0.3496,0.0,0.0,303.15,16.0351799892197,16.815,16.741847977252373,33.06166168427912,33.901325054400004
1722,2546,C1CCOC1,CC(=O)O,---,---,0.6794,0.3206,0.0,0.0,303.15,16.97035932000998,17.703,17.713738710515916,32.866855214942845,33.7396612484
1723,2547,C1CCOC1,CC(=O)O,---,---,0.7771,0.2229,0.0,0.0,303.15,20.25303711377535,20.539,21.1254752374767,32.332229767468974,33.1950214606
1724,2548,C1CCOC1,CC(=O)O,---,---,0.8864,0.1136,0.0,0.0,303.15,23.895458424324648,23.704,24.91284248104584,31.964335170805263,32.585716150399996
1725,2549,C1CCOC1,CC(=O)O,---,---,1.0,0.0,0.0,0.0,303.15,27.24319418495893,26.798,28.397106729350572,31.80220449501851,31.95244
1726,2552,C1CCOC1,CC(=O)O,---,---,0.0888,0.9112,0.0,0.0,323.15,9.528391706733364,9.562,9.987668819607135,40.99955653212059,35.9305629
1727,2553,C1CCOC1,CC(=O)O,---,---,0.1445,0.8555,0.0,0.0,323.15,11.846767984499298,11.507,12.391073406220226,39.12353269279328,35.6189144375
1728,2554,C1CCOC1,CC(=O)O,---,---,0.2117,0.7883,0.0,0.0,323.15,14.502949677879338,14.246,15.143928715444122,37.6659440886674,35.2429220375
1729,2555,C1CCOC1,CC(=O)O,---,---,0.3356,0.6644,0.0,0.0,323.15,19.44655565222173,19.784,20.26392076614159,35.85821464985936,34.549686050000005
1730,2556,C1CCOC1,CC(=O)O,---,---,0.4462,0.5538000000000001,0.0,0.0,323.15,24.392138435030603,25.262,25.380694834998028,34.600511901811906,33.930865225000005
1731,2557,C1CCOC1,CC(=O)O,---,---,0.53,0.47,0.0,0.0,323.15,28.717485152396343,29.987,29.85223409393106,33.75182899513531,33.46199375
1732,2558,C1CCOC1,CC(=O)O,---,---,0.6232,0.3768,0.0,0.0,323.15,34.21644589535175,35.647,35.534159882243465,32.91100663366034,32.9405281
1733,2559,C1CCOC1,CC(=O)O,---,---,0.7238,0.2762,0.0,0.0,323.15,40.858647040478814,42.123,42.39596975643485,32.167877427884655,32.377658525
1734,2560,C1CCOC1,CC(=O)O,---,---,0.8292,0.1707999999999999,0.0,0.0,323.15,48.16696540938853,48.825,49.94772685206496,31.618095850540374,31.78793235
1735,2561,C1CCOC1,CC(=O)O,---,---,0.9136,0.0864,0.0,0.0,323.15,53.82722147171063,53.898,55.79996264631609,31.34837649628689,31.315703799999998
1736,2562,C1CCOC1,CC(=O)O,---,---,1.0,0.0,0.0,0.0,323.15,59.06847432106856,58.828,61.22324781859488,31.20532139032765,30.832285
1737,2567,CC(C)=O,Cc1ccc(C)cc1,---,---,0.868,0.132,0.0,0.0,313.15,49.6668697871115,50.3,51.61237962438933,31.428380114096736,29.473002884000003
1738,2568,CC(C)=O,Cc1ccc(C)cc1,---,---,0.9486,0.0514,0.0,0.0,313.15,53.74682227250423,53.5,55.850831130909846,31.409084862448232,27.9593117518
1739,2571,CC(C)=O,Cc1ccc(C)cc1,---,---,0.5549,0.4451,0.0,0.0,353.15,134.0168681704505,144.7,138.0397579375713,30.7555197702146,33.006321312599994
1740,2572,CC(C)=O,Cc1ccc(C)cc1,---,---,0.7242,0.2758,0.0,0.0,353.15,164.96284310437107,171.101,169.9063300885399,30.704523835546365,29.818838090799996
1741,2573,CC(C)=O,Cc1ccc(C)cc1,---,---,0.8716,0.1283999999999999,0.0,0.0,353.15,192.3803482420469,188.101,198.13519890358484,30.650655052319085,27.0436754984
1742,2574,CC(C)=O,Cc1ccc(C)cc1,---,---,0.9712,0.0288,0.0,0.0,353.15,211.5925320571356,205.4,217.91063548083116,30.59597367719684,25.1684638688
1753,2585,CO,OCCO,---,---,0.0,1.0,0.0,0.0,472.15,107.14866680673704,101.33,110.8190920630519,62.56193207851874,45.70906
1754,2586,CO,OCCO,---,---,0.01,0.99,0.0,0.0,461.75,106.1078550807286,101.33,109.4028499892761,54.32993791244376,46.14089862
1755,2587,CO,OCCO,---,---,0.015,0.985,0.0,0.0,453.45,95.3327971702504,101.33,98.21043535657128,50.95324530144231,46.597827745
1756,2588,CO,OCCO,---,---,0.027,0.973,0.0,0.0,444.25,98.6375442704434,101.33,101.4298377770316,45.91033654213589,46.880376265
1757,2589,CO,OCCO,---,---,0.032,0.968,0.0,0.0,439.15,95.3164608747772,101.33,97.9801758372502,44.29662849845437,47.098796488
1758,2590,CO,OCCO,---,---,0.075,0.925,0.0,0.0,420.35,111.30613064078231,101.33,114.28397692685428,38.88012341075285,47.0588189
1759,2591,CO,OCCO,---,---,0.1,0.9,0.0,0.0,404.65,94.29139778118623,101.33,96.92651564533988,37.6180364523102,47.466121900000005
1760,2598,CO,OCCO,---,---,1.0,0.0,0.0,0.0,337.25,99.14688041837718,101.33,103.1371016833465,37.423785910714486,21.235334
1761,2603,CC(C)=O,O,---,---,0.229,0.771,0.0,0.0,402.75,623.1347865557425,689.48,639.2445015781483,34.50927157510066,32.635996739
1762,2604,CC(C)=O,O,---,---,0.341,0.659,0.0,0.0,402.15,673.7179177059685,689.48,690.6640177492537,33.48705916459017,31.024493426000003
1763,2605,CC(C)=O,O,---,---,0.444,0.556,0.0,0.0,401.45,700.4116688899676,689.48,717.772416054415,32.89023884749092,29.554139920000004
