smiles,Tc,Train/Valid/Test
C=COC(=O)CCCCC(=O)OCC,,Train
OC1CCCCCCCCCCC1,,Train
CCCOC(=O)CCCC(=O)OCCC,,Train
O=C1CCCCCCCCCCO1,,Train
O=C1CCCCCCCCCCCCO1,,Train
CCCCC(c1ccccc1)c1ccccc1,,Train
CCCCCCCCC(c1ccccc1)c1ccccc1,,Valid
CCC=C(c1ccccc1)c1ccccc1,,Valid
CCC(O)C1CCCCC1,,Train
CC(C)=CC(C)=C(C)C,,Train
COC1=CCCCC1C,,Train
COC1=C(C)CCCC1,,Train
CC(CC(CCc1ccccc1)c1ccccc1)c1ccccc1,,Train
CCCCCCC(C)CCC(C)C,,Test
CC(C)CCCCCCCC(C)C,,Train
CCC(C)CCCCCC(C)CC,,Train
CCCCCC(C)CCC,,Train
CCCCC(C)(CC)CC,,Valid
CCCC(CC)(CC)CC,,Train
CCCC(C)(CC)CCC,,Train
CCCCCCC(CC)CC,,Test
CCCCC(CC)CCCC,,Train
CCCCC(CCC)CCC,,Train
CCCCCCCC(C)(C)C,,Test
CCCCCCC(C)(C)CC,,Train
CCCCCC(C)(CC)CC,,Test
CCCCC(CC)(CC)CC,,Train
CCCCC(C)(CC)CCC,,Train
CCCC(C)(CCC)CCC,,Train
CCCC(CC)(CC)CCC,,Train
CCCCCC(C)C(C)CC,,Train
CCCCC(C)C(C)CCC,,Train
CCCCCC(C)CC(C)C,,Train
CCCCC(C)CCC(C)C,,Valid
CCCC(C)CCCC(C)C,,Train
CC(C)CCCCCC(C)C,,Valid
CCCCCC(C)CCCCC,,Train
CCCCCC(CC)CCCC,,Train
CCCCCCCCC(C)(C)C,,Train
CCCCCCCC(C)(C)CC,,Train
CCCCCC(CC)(CC)CC,,Train
Cc1cccc2c1Cc1ccccc1-2,,Train
CCCC(CC)(CCC)CCC,,Train
CCCCCCCC(C)C(C)C,,Train
CCCCCC(C)CCC(C)C,,Train
CCCC(C)CCC(C)CCC,,Train
CCCCCCCCCC(C)CC,,Train
CCCCCCCCC(CC)CC,,Train
CCCCCCCC(CC)CCC,,Train
CCCCCC(CC)CCCCC,,Train
CCCCCCC(CCC)CCC,,Train
CCCCC(CCCC)CCCC,,Train
CCCCCCCCCC(C)(C)C,,Valid
CCCCCCCCC(C)(C)CC,,Train
CC1=CC(C)CC(C)=C1,,Train
CCCCCCC(CC)(CC)CC,,Test
CCCC(CCC)(CCC)CCC,,Valid
CCCCCCC(C)(C)CCCC,,Train
CCCCCC(C)(CC)CCCC,,Train
CCCCCCCCC(C)C(C)C,,Test
CCCCCCCC(C)CC(C)C,,Train
CC(C)(C)CCc1ccccc1,,Train
CCOCCCCCOC,,Train
CCCCCCCCC(=O)OC,,Train
CCCCCCCCCCC(=O)OC,,Train
CCCCCCCCCCCCC(=O)OC,,Train
CCCCCCCCCCCCCCCCC(=O)OC,,Test
CCCCCCCCCCCCCCCCCCC(=O)OC,,Train
COC(=O)CCCCCCC(=O)OC,,Test
COC(=O)CCCCCCCC(=O)OC,,Test
c1cc2c3c(ccc4c3c1CCC4)CCC2,,Train
CC(=CCc1ccccc1)c1ccccc1,,Train
CC1(C)CC(=O)OC1=O,,Train
CCOCC(C)(C)C,,Train
CC(C)OC(C)(C)C,,Train
CC12COC(C(C)(C)C)(OC1)OC2,,Train
CCC(C)Cc1ccc(C)cc1,,Train
CCCCCC(CC)c1ccccc1O,,Train
CCCCCCCC(CC)c1ccccc1O,,Train
CCCCCCC(CCC)c1ccccc1O,,Train
CCCCCC(CCCC)c1ccccc1O,,Train
CCCCCCCC(C)c1ccc(O)cc1,,Train
CCCCCCCCC(C)c1ccc(O)cc1,,Train
CCCCCCCC(CC)c1ccc(O)cc1,,Train
Cc1cc(C(C)C)ccc1O,,Train
CCOC(OCC)C(C)C,,Train
O=Cc1coc2ccccc2c1=O,,Train
CCCCCCCC(C)CCCC,,Train
C1COCCOCCOCCOCCOCCO1,,Train
C=CCOc1ccccc1,,Train
CC(C)c1cc2c(c3c1CCC3(C)C)CCC2(C)C,,Train
OC(CCc1ccccc1)CCc1ccccc1,,Train
C=C(c1ccccc1)C(C)C,,Test
CC1CCC2C(C)CCCC2C1,,Test
c1ccc2c(c1)Cc1c3c(c4c(c1-2)Cc1ccccc1-4)-c1ccccc1C3,,Test
CCCCCCC(CCC)c1ccc(O)cc1,,Train
CCCCCc1cccc(CCCCC)c1,,Train
CC(C)=C=C(C)c1ccccc1,,Train
CC(C)C#CC(C)(C)C,,Train
CC(C)(C)C#CC(C)(C)C,,Train
C1=C2CCCC(CC1)C2,,Train
CCC(CC)(CC)C(C)=O,,Test
CC1CCC(=O)C1,,Train
CCc1cc(C)ccc1C,,Test
C1CCC2(C1)CCCC2,,Test
CC1=CCCCC1C,,Train
CC(=O)OC1CCCCC1OC(C)=O,,Train
CC1CC=CC1,,Train
CCOc1ccccc1OC,,Train
C=C=CC(C)O,,Valid
CCCC=CC(C)C,,Train
CC=C(C)CCC,,Train
CCCC(=O)CC(C)(C)C,,Test
C1CCC2(C1)OCCO2,,Train
C1CCC2(CC1)CCCC2,,Test
C=CC#CCCCC,,Train
OC1(c2ccccc2)C2CC1C2,,Train
CC(C)CC(O)(CC(C)C)CC(C)C,,Train
OC(C1CCCCC1)(C1CCCCC1)C1CCCCC1,,Train
CCC(CC(C)C)c1ccccc1,,Train
Cc1cc(C(C)(C)C)c(C)cc1O,,Train
CC(C)CCCCc1ccccc1,,Train
CC(C)C=CC=Cc1ccccc1,,Train
C1CCC2(CC1)OCCO2,,Test
C#CCC1CCCCC1,,Train
CCC(C)c1cccc(C)c1,,Train
CC(C)(C)OOCO,,Valid
C1=C(c2ccccc2)C=C(c2ccccc2)CC(c2ccccc2)=C1,,Train
C1CC2CCC3CCC1C23,,Train
C=CC(C)CC=O,,Train
C1CC2CC1C1CC3CC3C21,,Train
CC1(C)Oc2c(O)cccc2C1O,,Train
CC1(C)Oc2c(O)cccc2C1=O,,Valid
C1COCOCCO1,,Train
CC1COCOC1C,,Train
CCCOC(=O)CC(C)=O,,Test
CCc1cc(C)c(C)cc1C,,Valid
CCCCOCCOCCOCCOCCOCCO,,Test
CC1C(C)C(C)C(C)C(C)C1C,,Train
CCC1C(CC)C(CC)C(CC)C(CC)C1CC,,Train
CCCCCCCCC1CCCCC1,,Train
CCCCCCCCCCC1CCCCC1,,Train
CCCCCCCCCCCCC1CCCCC1,,Train
C1CCC(C2CCC(C3CCCCC3)CC2)CC1,,Train
CCCCCCCCC1CCCC1,,Train
CCCCCOCC,,Train
CCCCCCCCCCC1CCCC1,,Train
CCCCCCCCCCCCCCC1CCCC1,,Train
CCCCCOC(=O)CCCCC(=O)O,,Test
CCCCCCCOC(=O)CCCCC(=O)O,,Train
CCCCCCCCOC(=O)CCCCC(=O)O,,Valid
CCCCCCOC(=O)CCCCC(=O)O,,Train
CCC(C)(C)OC1CCCCC1,,Test
COc1cccc(CC(=O)O)c1,,Train
CCCCCCCC(C)(C)CC(=O)O,,Train
CC(C)CCc1ccc(O)cc1,,Train
CCCCCCCCc1ccc(O)cc1,,Train
C=C(C)CCCCCCCCCCC,,Train
CC=C(C)c1ccc(C)c(C)c1,,Train
CC1(C)COC2(CC2c2ccccc2)OC1,,Train
C1CCCC2(CC1)CCCCC2,,Train
CCc1ccccc1-c1ccccc1,,Train
C=C1CCCO1,,Train
CC(=O)C#Cc1ccccc1,,Train
CCCCC#CC(=O)CC,,Valid
CCCCCCCCOc1ccccc1,,Test
CCCCCCC(C)c1ccc(O)cc1,,Train
CCCCCOC(=O)c1ccc(C(=O)OCCCCC)cc1,,Train
CCCCCCOC(=O)c1ccc(C(=O)OCCCCCC)cc1,,Train
CCCCCCC1CCCCCC1,,Train
CCCCCCCCC1CCCCCC1,,Valid
CCCCCCCCCC1CCCCCC1,,Train
CCCCCCCCCCC1CCCCCC1,,Train
CCCCCCCCCCCCCCCCC1CC1,,Test
O=C(O)CCCc1ccccc1,,Train
Cc1ccc(C2=CCCCC2)cc1,,Train
COC(=O)C1=Cc2ccccc2OC1C(=O)OC,,Valid
CCC(C)CCC(C)=O,,Train
CCc1ccc(C(=O)c2ccccc2)cc1,,Train
C=C(CC)C(C)(C)C,,Train
O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,,Train
CCCCCCCCCCCC(C1CCCCC1)C1CCCCC1,,Valid
CC=CCC=CC(=O)OC,,Train
CCCCCCCCCCCCCCCC(=O)CC,,Train
CCCCCCCCCCCCCC(=O)CCCC,,Valid
CCCCCCCCCCCCCCCCCCCC(=O)OCC,,Train
CCOC(=O)C(C(=O)OCC)(C(=O)OCC)C(c1ccccc1)c1ccccc1,,Valid
C=CC(C)(C)c1ccccc1,,Train
CC(O)C1=CCCCC1,,Valid
CCCCCC(CC)c1ccccc1,,Train
CCCCC(CCC)c1ccccc1,,Train
CCC=C=CCc1ccc(C)cc1,,Train
C#CC(C)C(C)(O)CCCC(C)C,,Train
C=CC(C)(O)C(C)CCCC(C)C,,Train
CCC(C)(O)C(C)CCCC(C)C,,Train
CC(C)CCCC(C)C(C)CCO,,Train
CC(C)C(=O)CC(=O)C(C)C,,Train
CCCCC(=O)OC(C)C,,Train
C(=C1c2ccccc2-c2ccccc21)c1ccccc1,,Train
CCCCCCCC1CCCCCC1,,Test
C=CCOC=O,,Test
CCCC(O)C(C)CC,,Train
C=CCC(O)C(C)C=C,,Train
CCCCCCCCCC(=O)CCCCCCCC,,Train
CC1CC(C)CC(C)C1,,Test
CC1CC(C)C(C)C(C)C1C,,Train
C1COC2(CCC3(CC2)OCCO3)O1,,Test
CCCCCCCCCCC(C)C(C)C,,Train
CCCCCCCCCCCC(C)CC,,Test
CCCCCCCCCCCC(C)C(C)C,,Train
C=CCCCCCCCCCCCCCCCCC,,Train
CCc1ccc(C)c(C)c1O,,Train
CCCc1ccc(O)c(C)c1,,Train
COC(=O)C1=CCCCC1,,Train
CCCCC#CC(O)CCCCCC,,Train
CCCCC#CC(=O)CCCCCCC,,Train
CCCCCCC#CC=O,,Valid
CCCCCCC#CC(=O)O,,Train
CC=CC(C)C(C)C=CC,,Valid
CCC(C)CCCC(C)(C)O,,Train
CCC(C)c1ccc(O)c(C(C)CC)c1,,Train
C=COc1ccc(C(C)=O)cc1,,Test
COC(OC)(OC)OC,,Train
C1CCC2(CC1)CCC2,,Train
C=C(C)CCCCCCCCC,,Train
O=C(O)CCCCCCCCCC(=O)O,,Train
COC1(OC)CC1c1ccccc1,,Train
C1CCC2(C1)CC2,,Test
CCC=C=CCc1ccccc1C,,Test
C1CCC2(CC1)CC2,,Train
CC(C)C(CO)C(C)C,,Train
C1CC2CC12,,Valid
C=C(C)C(C)(c1ccccc1)c1ccccc1,,Train
CCCCOC(C)C,,Train
CC(C)CCCC=O,,Train
C1CC2CCC12,,Valid
CC1=CC(C)C(C)CC1,,Train
CCC1C=CCC(CC)C1,,Train
CCCCCCC(C)c1ccccc1O,,Train
c1ccc(-c2cc(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c2-c2ccccc2)cc1,,Train
CC=C1CC1,,Train
C=C1CC1C,,Train
CCCCCCOC(C)C,,Valid
CCCCCOCCCC,,Train
CCC(C)C(=O)C(C)C,,Train
CCC(C)OC(C)C,,Train
CCCCCOCCC,,Test
O=COc1ccccc1,,Train
CC#CCC=Cc1ccccc1,,Valid
C#Cc1ccco1,,Train
CCCCC(C)CC(C)(C)O,,Train
CCCCCCCCC(C)CO,,Train
CC(C)COC(=O)c1ccc(C(=O)OCC(C)C)cc1,,Train
CC=CC(=O)OC,,Train
CCOC(C)(C)CC(C)(C)C,,Train
COC(=O)c1cc(C(=O)OC)c2ccccc2c1,,Train
CCCCC(O)C(C)C,,Valid
CCC(C)CC(O)CC,,Train
CCC(O)CCC(C)C,,Train
C1C2CC2C2CC12,,Train
CC1CCC(O)C1,,Train
CC#CC1CCCCC1,,Train
COC(=O)c1cccc(C(=O)O)c1,,Train
C1=c2ccc3c4c(ccc(c24)=C1)=CC=3,,Train
CCCCCCCCCCCCC(=O)CCC,,Train
Cc1cc(C)c(O)c(C(C)(C)C)c1,,Train
CC(C)(C)c1ccc2cc3ccccc3cc2c1,,Train
OCC(c1ccccc1)c1ccccc1,,Train
C=COCCOCCC,,Train
C=COCCOC(C)C,,Test
C=COCCOCC(C)C,,Train
CCCOCCOCC,,Train
CCOCCOC(C)C,,Train
CCCOCCOCCC,,Train
C=COCCOCC,,Train
CC(C)c1ccc(C(=O)c2ccccc2)cc1,,Train
CCCCCCCCC(C)CCCCCCCC,,Valid
CC(C)CC(=O)C(C)C,,Train
C=C1C=CCCC1,,Train
CC(C)(c1ccccc1)C(C)(C)c1ccccc1,,Train
CCCCCC=CCCCCCCCCC,,Test
C=C(C)c1ccc(C)c(C)c1,,Train
COC(=O)C1=Cc2c(ccc3ccccc23)OC1C(=O)OC,,Test
CC(C)(C)OC(=O)C1=Cc2c(ccc3ccccc23)OC1C(=O)OC(C)(C)C,,Train
CCCCCOCCOCCO,,Train
C=C=CCO,,Train
CCCCC(C)CC(C)(C)C,,Train
C=CC(=O)OC(C)CC(C)C,,Train
CCCC#CC(=O)OC,,Train
CC(C)c1ccc(-c2ccc(C(C)C)cc2)cc1,,Train
CCc1ccccc1C(C)C,,Train
OCCCC(O)CCO,,Train
CCCCCCCCC(C)C=O,,Train
CCOC(=O)c1ccc(C(C)C)cc1,,Train
c1cc2cc3ccc4ccc5ccc6cc7cccc8c(c1)c2c1c3c4c5c6c1c78,,Test
c1cc2cc3cccc4c5cccc6cc7cccc8c(c1)c2c(c34)c(c78)c65,,Valid
CC(=CC(=O)CC(C)C)CC(C)C,,Train
c1cc2cc3ccc4cc5cccc6cc7ccc8cc(c1)c2c1c3c4c(c56)c7c81,,Test
c1cc2ccc3ccc4c5cccc6ccc7ccc8c(c1)c2c3c4c8c7c65,,Train
C=CCC(O)(CC)CC,,Train
CCCCC(=O)C(C)(C)C,,Train
c1ccc2c(c1)c1ccc3cccc4c5cccc6ccc2c(c65)c1c34,,Train
C1=Cc2cc3ccc4ccc5cccc6c7ccc1c2c7c3c4c56,,Test
C=CCCC1=CCCCC1,,Train
c1ccc2c(c1)cc1ccc3cc4c5ccccc5cc5ccc6cc2c1c3c6c54,,Train
c1ccc(CCC(c2ccccc2)c2ccccc2)cc1,,Train
CCc1ccc2ccccc2c1CC,,Train
CCc1ccc2c(CC)cccc2c1,,Train
CC1=COC(C)(C=O)CC1,,Train
CC(C)CCCC(C)CCCC(C)CCCC(C)C,,Train
CCC1CC1C,,Train
CCCC1CC1C,,Test
CC(C)C(C)Cc1ccccc1,,Train
CC(C)CC(C)c1ccccc1,,Train
CCC(CC)Cc1ccccc1,,Valid
CCCCC(C)(C)c1ccccc1,,Train
CCCCCCC#CCCCCCCCCCC(=O)O,,Train
CC(c1ccccc1)C(C)(C)C,,Test
CCCC(C)CC=O,,Train
CCC(=O)C#Cc1ccccc1,,Test
CCCCCCCCOCCOCCO,,Train
CCCCCCCCOCCOCCOCCO,,Train
CCCCCCCCOCCOCCOCCOCCO,,Train
c1ccc2c(c1)=c1ccc3c4c(ccc=2c14)=c1ccccc1=3,,Train
CC(C)C(C)CC=O,,Train
C1=Cc2c3ccccc3c3c4c(ccc1c24)C=C3,,Train
CCC=CCCCCCC,,Valid
CCC1CCCCC1(O)CC,,Train
CCC1CCC(CC)C1,,Train
CCC(CC)C(CC)CC,,Train
CCC1(O)CCCCC1,,Valid
CC(C)C(C)(C)C(C)O,,Train
CC(C)(O)C(C)(C)C(C)(C)O,,Train
CCCC#CCCC,,Train
CCCCC#CCCCC,,Train
Oc1cccc(C2CCCCC2)c1,,Train
CC#CCCCCCC,,Train
COC(=O)c1cccc2c(C(=O)OC)cccc12,,Train
CCC(C)(C)OC(=O)C(C)C,,Train
CCCCCCCC(CCCC)C(=O)O,,Train
CCCCC#CC(C)(C)C,,Train
CCCCCCCCCCCCCCC(C)(C)C,,Train
CCCCC(C)(O)C(C)C,,Train
CC(C)CCC(O)C(C)C,,Train
CCC(C)CC(C)(O)CC,,Train
CCC(C)C(O)C(C)CC,,Train
CC(=O)CC(C)CC(C)C,,Train
CC(C)CCC(=O)C(C)C,,Test
CCC(C)C(=O)C(C)CC,,Train
C=CC(C)(C)CCCC,,Train
CC(C)C#CCC(C)C,,Train
CC(C)CC(O)C(C)C,,Valid
CCC(C)C(C)(O)CC,,Train
CCC(O)C(C)(C)CC,,Valid
CCC(C)C(C)C(C)=O,,Train
CCC(=O)C(C)(C)CC,,Valid
CC(C)C(C)CO,,Train
CC1CCC(C)(O)C1,,Train
CC1=CCC(C)C1,,Train
CC(C)CCC#CCCC(C)C,,Train
C=CCCCCC1CO1,,Train
c1ccc2c(c1)Cc1cc3ccccc3c3cccc-2c13,,Train
C1=CC(c2ccccc2)c2ccccc21,,Test
CCCOC(=O)c1ccc(C(=O)OCCC)cc1,,Train
CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1,,Train
CC1C=CC=CC1,,Valid
CC(=O)C(C(C)=O)C(c1ccccc1)c1ccccc1,,Train
CCCC=CCCCCC,,Train
CCCCC=CCCCC,,Test
COC1OCCO1,,Train
CCCCCCCOCC,,Test
CC1(C)C2CC3CC(C2)CC1C3,,Train
CC=C(C)C=CCCO,,Train
CCC=C(C)C=CCCO,,Train
CCCCCCCCC(C)(C)CC(=O)O,,Train
c1ccc2c(c1)c1cccc3c4c5ccccc5c5cccc(c2c13)c54,,Train
CC(C)(O)C=CCCO,,Train
CCC(C)(O)C=CCCO,,Valid
CCCC(C)(O)C=CCCO,,Test
C=C(C)C=CCCO,,Train
CCCCCCCC(=O)CCCC,,Valid
CC=C(C=O)CC,,Valid
CCCCC(CC)CCC(O)CC,,Train
CCCCC(CC)C(C)O,,Train
CCC(CC)CCC(C)O,,Train
CCCCC(O)(CC)CC,,Train
CCCC(O)C(CC)CC,,Train
CCC(O)C(CC)CC,,Train
CCC1=C(C)CCCC1,,Train
CCC1=C(C)CCC1,,Train
CCC(CC)C(C)(C)O,,Train
CCC(C)(CC)C(C)=O,,Train
C=C(C)C(CC)CC,,Train
CCC(CC)=C(C)C,,Train
CC=C(CC)C(C)C,,Train
CCCCC(CC)CC(O)CC,,Train
CCCCC(CC)C(O)CCC,,Test
C#CCC(O)CC,,Train
CC(C)CCC(O)CC(C)C,,Train
CCCC(C)(O)CCC(C)C,,Train
CCCCCC(C)=C(C)C,,Train
CCC(C)(C)C(C)O,,Train
CCC(O)CCC(CC)CC,,Train
CCCCC(O)C(CC)CC,,Test
C=CC(CC)(CC)c1ccccc1,,Train
CCCCCCCCCCCCC(O)CCC,,Train
CCCCCCCCCCC(=O)CCCCCCCCCC,,Train
CCCCCCCCC(O)CCCCCCC,,Train
C=Cc1cccc(C(C)(C)C)c1,,Train
OCCCCCCCCCCCCCCO,,Train
CCCCCCCCCCCCCC(=O)OO,,Train
c1ccc2c(c1)Cc1cccc3c1c-2cc1ccccc13,,Valid
CCC(O)C1CCCC1,,Test
CCCCCC(O)C(C)(C)C,,Valid
CCCC(C)(C)c1ccccc1,,Train
CC1(C)CCCc2ccccc21,,Train
CC(C)(Cc1ccccc1)c1ccccc1,,Train
CCC(C)(CC)c1ccccc1,,Train
COC(=O)C(C)(O)CO,,Train
OCCCCCCCC(O)CCCCCCCO,,Train
CCCCCCCc1ccc(O)cc1,,Test
c1ccc2c(c1)oc1c2ccc2oc3ccccc3c21,,Train
CCC(C)(CC)C(=O)O,,Train
COC(=O)C(C)C(C)(C)C,,Valid
C=CC(CC)c1ccccc1,,Test
OCCCCc1ccco1,,Test
CCCCCC(O)(C(C)C)C(C)C,,Train
CCCCCCCCOC(C)CCCCCC,,Train
CCCc1ccc(CC)cc1,,Valid
CCCc1cccc(CC)c1,,Train
Cc1ccc2c(c1C)CCCC2,,Test
CC(C)C1CCc2ccccc21,,Train
CC1=CCC(C)C(C)C1=O,,Train
CC1=CCC(C)C(C)C1,,Train
CC(C)c1cccc(C(C)(C)C)c1,,Valid
O=c1oc2ccccc2c2ccccc12,,Train
CC1=C(C)CCCCC1,,Train
CCC=CCCCCC,,Train
C1=Cc2cc3ccccc3c3cccc1c23,,Train
CCC(C)CCCCCCCCCCCC(=O)O,,Train
CCC#CCCCCC,,Train
CCCC#CCCCC,,Train
COC(=O)c1ccc(C(C)C)cc1,,Train
CC(C)CCCCCCCCCO,,Test
CCC(C)CCCCCCCCCCO,,Train
CC(C)CCCCCCCCCCCCCO,,Train
CC#CC(C)CC,,Test
C1=Cc2c3ccccc3cc3cccc1c23,,Train
CCOC(=O)CCc1ccccc1,,Train
CCCCC(CCCC)c1ccccc1,,Test
CCCCCCCCC(CCCCCCCC)c1ccccc1,,Train
CCC(=Cc1ccccc1)c1ccccc1,,Train
CCCC(CC)C(=O)O,,Train
C1=Cc2c3ccc4ccccc4c3cc3cccc1c23,,Train
C1=CCc2c(ccc3ccccc23)C1,,Train
CCCCCCCCC(C)CC(C)CC(=O)O,,Test
CC(=CC(C)C)c1ccccc1,,Train
CCC=C(CC)c1ccccc1,,Train
CC(C)c1ccc2ccccc2c1,,Train
CCCc1ccc2ccccc2c1,,Train
CCC(C)C(C)CC(C)C,,Test
CCC(C)CC(C)C(C)C,,Train
CCCC(C)C(C)(C)CC,,Train
CCCC(C)(C)C(C)CC,,Train
CCC(C)C(C)C(C)CC,,Test
c1ccc2c(c1)-c1cccc3c1C2CCC3,,Train
CCCCCCOC(=O)C(C)O,,Valid
CCCc1ccccc1-c1ccccc1,,Train
CC(C)c1cccc(-c2ccccc2)c1,,Valid
C#CC(C)O,,Train
CCCCCCC(C)OC(=O)CCC,,Train
CCCC(CC)C(C)(C)C,,Train
CCC(C)CCC(C)(C)C,,Train
CCCCCCCCCCCC(=O)OCC(CC)CCCC,,Train
CCCCCCCCCCCCCCCCC(O)CO,,Train
c1ccc(C2(c3ccccc3)c3ccccc3-c3ccccc32)cc1,,Train
CCC=CCCCCCCCC,,Train
CCCC=CCCCCCCC,,Train
CC1(C)C2CCC1CC2,,Train
CC(C)CCCCCCCCCCC(C)C,,Train
c1cc2c3c(c1)ccc1cccc(c13)C2,,Train
CCC(CC)=C(CC)CC(O)C(C)(O)CC,,Train
CC(CO)(CO)C1CCCCC1,,Train
C=C=C(CC)CCCC,,Train
C=Cc1cc(C)ccc1C,,Train
C=Cc1c(C)cccc1C,,Train
C=C(CC)c1ccccc1,,Test
CC(=O)c1cc(C)c(C)cc1C,,Train
CCCCCCCCCCCCCC(=O)OCCCCCCCCCCCC,,Train
CCCCC1CCCC1,,Train
CCCC1CCCC1,,Train
CCCc1cccc2c(C)ccc(C)c12,,Train
O=CC1CCCCC1,,Valid
CCCCCCCOC(=O)C(=O)OCCCCCCC,,Train
C=C(C)C(C)(C)C(C)C,,Test
CCC(O)(C#CC(O)(CC)CC)CC,,Train
CC12CCC(C)(CC1)C2,,Train
C=C1CC(=C)C1,,Train
C=C1CCCC1O,,Train
CCC(=O)OC(C)(C)C,,Train
CC1C2CCC1(C)CC2,,Train
CC(C)CCc1ccccc1,,Train
CCC(C)(C)c1ccccc1,,Test
CCCCCOC(=O)c1ccccc1,,Valid
CCCC(=O)OC(C)(C)CC,,Train
CC(C)CCOC(=O)C(C)C,,Train
CCCCCOc1ccccc1,,Train
CCCCCOC(=O)c1ccccc1O,,Train
CCCCC(=O)OCCC(C)C,,Test
CCOC(=O)CCCCCC(=O)OCC,,Train
CCOC(=O)CCCCCCC(=O)OCC,,Train
CCc1cc(C)cc(CC)c1,,Train
CC1=CC(C)CC=C1,,Train
CC1=CCC(C)C=C1,,Train
CCCCOC(=O)C(=O)OCCCC,,Train
CC(C)=CCCCC(C)C,,Valid
CCC(C)=CC(C)(C)CC,,Train
CCCCCOC(=O)OCCCCC,,Train
CC(C)CCOC(=O)OCCC(C)C,,Train
CC(C)CCC(=O)CCC(C)C,,Train
CC(C)CCOC(=O)C(=O)OCCC(C)C,,Train
CCC(C)CCCC(C)C,,Train
CCCCCCC(O)CCC,,Train
CCCCCC(O)(CC)CC,,Valid
CC(C)CCC(CO)C(C)C,,Train
CCC(C)OC(=O)CC(C)C,,Train
CCC(C)CC(C)C=O,,Valid
CCCCCC(=O)OC(=O)CCCCC,,Valid
CCCCCCC(C)OC(C)=O,,Train
c1ccc2c(c1)ccc1oc3ccccc3c12,,Train
C=Cc1ccc(C(C)C)cc1,,Train
Cc1ccc(C(C)(C)CC(C)(C)C)cc1,,Train
c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,,Train
CCCCCCC(CC)CO,,Train
CCCCC#CC(C)(C)O,,Train
CCCCCOC(=O)C(=O)OCCCCC,,Test
CCCCCCOC(=O)C(=O)OCCCCCC,,Train
CCCC=C(C)CCCCCC,,Train
COCC(C)(CO)COC,,Train
c1ccc(C2CCOCC2)cc1,,Train
c1ccc2c(c1)-c1cccc3cccc-2c13,,Valid
CCCCc1ccc(C(=O)O)cc1,,Train
CCCC(C)(O)CO,,Train
CCC(C)(C)C(C)=O,,Train
CCC(C)(C)C(=O)C(C)(C)C,,Valid
C=CCOC(C)OCC=C,,Valid
CCCCOC(C)Oc1ccccc1,,Train
CCCOCCOC(C)=O,,Train
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,,Train
CCCCCC#CCO,,Train
CCCC(O)CC(C)O,,Train
CCCCCCCCCCCCCCC=CC(=O)O,,Train
CCCCC(=O)C(C)CC,,Train
Cc1cc(C(C)C)c(O)c(C(C)C)c1,,Train
c1ccc2c3c(ccc2c1)-c1c(ccc2ccccc12)C3,,Train
CCC(C)(C)c1ccc2ccccc2c1,,Train
CCCC(=O)CCC(C)C,,Valid
CCCC=CCCCCCC,,Train
CCCCC(=O)OC(=O)CCCC,,Train
CC=C(C)c1ccccc1,,Train
CCCCC=CC(C)C,,Test
CCC=CCCCO,,Train
CC1(c2ccccc2)CO1,,Train
Cc1ccc(C(C)C)cc1-c1ccccc1,,Valid
C=C(C)C(O)CC,,Test
C1=Cc2cccc3cccc1c23,,Train
CCCCCCC(C1CCCCC1)C1CCCCC1,,Train
CC1CC(C)C(C)CC1C,,Test
CCCC(CCC)C(CCC)CCC,,Train
COC(=O)C1C(C)=C1C,,Train
CCC(C)(C)C=O,,Train
C=CCCC=O,,Train
COc1cc(C)cc(C)c1C(C)=O,,Train
O=C(c1ccccc1)c1ccc2ccccc2c1O,,Train
OC1CCCCCCCCC1O,,Train
C#CC(CC)CC,,Valid
CC#CC(C)C,,Train
CC(C(=O)O)C(C)(C)C(=O)O,,Train
CCC(C(=O)O)C(CC)(CC)C(=O)O,,Train
COc1ccc(C=O)c(OC)c1OC,,Train
CCCCCCCCC(CC)CO,,Train
CCCCCCCCC(C)(O)CC,,Train
CCCCCCC(C)(O)CC,,Train
CCCCCCC(C)(O)CCCC,,Train
CCCCCCCCCCC(CO)CCCC,,Train
CCCCCCCCCCCC(O)CCCC,,Valid
CC(C)C(C)(CO)CO,,Valid
CC(C)C(C)C=O,,Valid
CC(CO)(CO)Cc1ccccc1,,Train
CCC(=O)C(C)C(C)(C)C,,Train
CCC(C(C)O)C(C)(C)C,,Train
CCC(C)C(C)C(C)(C)O,,Train
COC(=O)C(C)(C)O,,Train
CCCCCCCCCCCCC(O)CO,,Train
CC(C)(C)c1cccc(-c2ccccc2)c1,,Train
CCC(OC(C)=O)C1CCCCC1,,Test
C=CCC1CCCCC1,,Test
C#CCC(C)O,,Train
CC(CO)CC(C)CO,,Train
CCOC(=O)Cc1cccc2ccccc12,,Train
CCCCCCCCCCCC(=O)OOC(C)(C)C,,Train
CC1C=CCCC=CC1C,,Train
CCCCCCC=C(C)C,,Train
CCCCCCCCCCCCCCCc1ccccc1,,Train
Cc1cc(C)c2cc(C)ccc2c1,,Train
