smiles,Tc,Train/Valid/Test
CCCCCCCCCCCCCCC(C)CC(C)C,,Valid
CCCC(C)(CC)CC(C)C,,Train
CCCC(C)(CC)C(C)CC,,Test
CCC(C)CC(C)(CC)CC,,Valid
CCCCC(C)(C)C(C)(C)C,,Train
CCCC(C)(C)CC(C)(C)C,,Train
CC(C)CC(C)CC(C)(C)C,,Train
CCC(C)(C)CCC(C)(C)C,,Train
CC(C)CC(C)C(C)C(C)C,,Train
CCC(C)(C)CC(C)C(C)C,,Train
CC(C)CC(C)(C)CC(C)C,,Train
CCC(C)(C)CC(C)(C)CC,,Valid
CCCC(C)(CC)C(C)(C)C,,Train
CC(C)CC(C)(C)C(C)(C)C,,Train
CCCCCCCCCCCC(C)(C)C,,Train
CCCCCCCCCCCCCC(C)(C)C,,Train
CCCCCCCCCCCCCCCCC(C)(C)C,,Train
CCC#CCCCCCCCCCCCCCC,,Train
CCCCCCCCCc1ccc2ccccc2c1,,Train
CCCCCCCCCCCc1ccc2ccccc2c1,,Train
CC(C)(C)C1C=CCC1,,Test
Cc1ccc(C(=O)O)cc1C,,Train
CCc1cccc(C(=O)O)c1,,Train
O=Cc1cccc(C(=O)O)c1,,Train
CC(=O)OCCOc1ccccc1,,Train
CCCOC(C)CC,,Train
CCCCCOCCO,,Train
C=CC(C)(CC)CC,,Train
O=Cc1ccc(C(=O)O)cc1,,Train
CCc1ccc(C(C)c2ccccc2)cc1,,Test
CC1(C2CC2)CC1,,Train
Cc1c(C(C)C)ccc2ccccc12,,Train
CCCC(CC)CC,,Train
Cc1ccc(C=O)o1,,Test
CCC(CC)OC(C)=O,,Train
CCc1cccc(C)c1,,Train
CCCC(C(C)C)C(C)C,,Train
CC(C)CCCC(C)C(C)C,,Train
CCCCC(C)(C)CC(C)C,,Test
CCC(C)CC(C)CC(C)C,,Train
CC(C)CCC(C)CC(C)C,,Valid
CCC(C)COC,,Valid
COC(C)C(C)C,,Train
CCc1cccc(O)c1,,Test
Cc1cccc(C=O)c1,,Train
Cc1cccc(Cc2ccccc2)c1,,Train
CCCCCC(=O)C#Cc1ccccc1,,Test
CCCCCCCCCCC=C(C)C,,Train
CCC1(O)CCCC(C)C1,,Train
Cc1ccc(Cc2ccccc2)cc1,,Test
CCc1ccc(Cc2ccccc2)cc1,,Train
CCC1=CC=C(C)CC1,,Train
CCC1=CCC(C)CC1,,Train
CCCCCCCCC(O)(CC)CC,,Test
C=CCC(C)(O)CCCC,,Test
C=CCC(O)(CCC)CCC,,Train
CC(C)CCCC(C)CCC(C)C,,Train
CCCCC(C)CC(C)CC(C)C,,Train
COC(C)(C)CC(C)(C)C,,Test
CCc1cc(O)c(C)cc1C,,Train
COc1cc(OC)cc(OC)c1,,Test
CCc1c(C)ccc(O)c1C,,Train
CCc1cc(O)cc(C)c1C,,Train
CCc1c(C)cc(C)cc1O,,Train
CCc1c(C)cc(O)cc1C,,Train
CCCc1cccc(O)c1,,Train
CCOc1cccc(O)c1,,Train
CCCCCCCCCCCCC=C(c1ccccc1)c1ccccc1,,Test
CCCc1ccc(Cc2ccccc2)cc1,,Train
Cc1ccccc1CC(c1ccccc1C)c1ccccc1C,,Train
CCCCCCCCCCCC(c1ccccc1)C1CCCCC1,,Train
COc1ccc(C=O)cc1O,,Train
CCCC(C)(CC)CC(C)CC,,Train
CCC(CC)CCC(CC)CC,,Train
CCCC(C)CC(C)CC(C)C,,Train
CCCC(C)(C)CCCC(C)C,,Train
CCCC(CCC)CCC(C)C,,Train
CCCCC(CC)CCC(C)C,,Train
CCCCCC(C)CC(C)(C)C,,Train
CCCCCCCCCCC1=CCCC1,,Train
CCCCCCCCCCCCC1=CCCC1,,Train
CCCCCCCCCCCCCCC1=CCCC1,,Train
CC1=CC(C)CC1,,Train
CC1=CCCC1(C)C,,Valid
C=CC1C=C(C)CC(C)C1,,Train
CC(C(C)C(C)(C)C)C(C)(C)C,,Test
CCCC(CC(C)C)CC(C)C,,Train
CC(C)CCC(C(C)C)C(C)C,,Test
CCC(C)CC(C)(CC)C(C)C,,Train
CC(C)C(C)CC(C)C(C)(C)C,,Train
CC(C)CC(C)CCC(C)(C)C,,Train
CCC(C)(C)CCCC(C)(C)C,,Train
CCC(C)(C)CCC(C)(C)CC,,Train
CC(C)CC(C)(C)CC(C)(C)C,,Test
CCCC(C)(C(C)C)C(C)(C)C,,Train
CC(C)CC(C(C)C)C(C)(C)C,,Train
C1CC2CCC(C1)C2,,Train
CCCCCCCCCCCCOC(=O)CC,,Train
CCCCCCCCCCCCCCCCOC(=O)CC,,Train
CCCCCCCCCCCCCCOC(=O)CCC,,Train
CCCCCCCCCCCCCCCCOC(=O)CCC,,Test
CCC(=O)OC1CCCCC1,,Train
CCCC1CCCCC1CC,,Train
CCC(CC)CCCCC(CC)CC,,Train
CC(=O)OC1CCCCC1,,Train
CCCCCCOC(=O)C(C)(C)O,,Train
CCCC1=CC=CC1,,Train
CCOc1ccc(C)cc1,,Train
CCOc1ccc(O)cc1,,Train
CCC#Cc1ccccc1,,Train
CCCOc1ccccc1,,Train
CCc1ccc(C)cc1,,Train
OCc1ccc(O)cc1,,Train
CC(=O)OCc1ccco1,,Train
CC=COC(C)(C)OC,,Train
CCC=C(C)C=O,,Train
CCCC(O)CC,,Train
C=C1C(C)C1C,,Train
CCCC(=O)OC,,Train
C#CC(=O)OCC,,Train
CCOC(=O)CO,,Train
CCC(O)CC(C)C,,Test
CCC(=O)CC(C)C,,Train
CCOC(=O)CCO,,Train
Cc1cc(C)c(C)c(C2CCCC2)c1,,Train
CC(=O)OCC(C)OC(C)=O,,Train
CCCOC(=O)OCCC,,Train
CCCCCCCCC(O)CCCCCCCC,,Train
CCCCCCCOC(=O)CCCCCC,,Train
CCCCCCCC(=O)OCCC,,Train
CCCCCCC(=O)CCC,,Train
CCC(C)CCCC(C)CO,,Train
CCOC(=O)CCCCCCCC(=O)OCC,,Train
CCCCC(C)CO,,Train
CCCCC(=O)OC,,Train
CCC(C)COC(C)=O,,Train
CCC(=O)CCC(C)C,,Train
CCC(C)c1ccc(CC(C)C)cc1,,Train
CCCCc1ccc(CC(C)C)cc1,,Train
CCCCCCC(O)CC,,Train
CCCCCOC(=O)CC,,Train
C#CC=O,,Train
CC12CCC(C1)C(C)(C)C2,,Train
CC(C)(C)CCO,,Train
C#CC(C)(C)C#C,,Train
CC(C)CC(C)(C)O,,Train
CC(C)CCCCCCCCCCCCCCCCC(=O)O,,Train
CCC(C)(C)OC(C)=O,,Train
C=C(C)C1=CCCCC1,,Valid
CCCCC(C)(C)O,,Train
C=C(C)C1CCC(C)CC1,,Train
CCCCCC(C)(C)O,,Train
CCC=C(C)C,,Test
COCC(C)C,,Train
CCOC(C)C,,Train
CC(C)OC=O,,Train
CC(C)=CC(C)C,,Train
CC(C)(O)CCCC(C)(C)O,,Train
Cc1ccc(C)o1,,Train
CCCC(O)C(O)CC,,Train
C1=CC1C1C=C1,,Train
CCCCCCOC(=O)c1ccccc1O,,Train
CCCCCCCOC(=O)c1ccccc1O,,Train
CCC#CCO,,Train
COC(OC)C(C)(C)C,,Train
O=Cc1cccc(C=O)c1,,Train
CCCCCCC(=O)OC(=O)CCCCCC,,Test
CCCC(=O)CC(C)C,,Train
CCCC(C)OC(C)=O,,Train
CC1OCCCO1,,Test
CC(CCCC(=O)O)C(=O)O,,Train
CCCCCC(=O)OCCC,,Train
CCCCCC(=O)OCCCC,,Train
CCC(C)=CCC(C)C,,Train
CCOC(=O)CCCCC(=O)O,,Train
CC(C)CCCO,,Train
C1=Cc2ccc3c(c2CC1)CCCC3,,Test
COCCC(C)C,,Train
CCCCC(C)O,,Valid
C=CCCC(C)O,,Train
CCOCC(C)C,,Train
CCCOC(C)C,,Train
C#CCOC(C)=O,,Train
C#CCCC,,Train
CC#CCC,,Train
C=CCCO,,Train
C=CCOC,,Train
C=C(C)CCC(=C)C,,Train
CCOC(=O)CCC(=O)OC,,Train
CCCCCCCCCCC(=O)OCC,,Train
COC(=O)CCCCC(=O)O,,Test
CC(C)CCOCC(O)CO,,Valid
CCCCC=C(C)C,,Valid
CC(C)CCCCO,,Train
CCOCCC(C)C,,Train
C#CCCC#C,,Train
C=C(C)C(C)(C)C(C)(C)C(C)C,,Train
CCCCOC,,Train
CCCOCC,,Train
CCOOCC,,Test
CCCCCCCCCCCCOC(=O)C(C)O,,Train
C#CC(C)=CCC,,Valid
C1=CCC=CC1,,Train
CC(C)CCCC(=O)O,,Train
C#CC(O)(CC)CC,,Train
CC(=O)OCOC(C)=O,,Train
CC(C)COCC(C)C,,Train
C=C(C)COCC(=C)C,,Train
CCCCCOC(C)=O,,Train
OC1CCCC(O)C1O,,Train
CC(=O)OCCCOC(C)=O,,Train
CC(=O)OCCCCOC(C)=O,,Train
CC(=O)OCCOCCOC(C)=O,,Train
C#CCCCCC,,Train
CCCCCOC,,Train
CCCCOCC,,Train
C1=CCCCCC1,,Train
CCCCCCCCCCCCCCCC(=O)OCC,,Train
CCCCCCCC(C)O,,Train
COCC(=O)OC,,Train
C#CCCCCCC,,Train
CCCCCCCCCOCC(O)CO,,Train
OCCCCCCO,,Train
CCOCCOCC,,Train
CCCCCCCCCCCC(=O)CC,,Valid
OCCCCCCCO,,Train
CCCCCCCOC,,Train
CCCCCCOC=O,,Train
CCCCC(CC)COC(=O)CC,,Train
CCC(C)=CC(=O)C(C)C,,Test
OCCCCCCCCO,,Train
CCCC(CO)CCO,,Train
CC(O)C12CCC(CC1)C2,,Train
CC#CCCCCCCCCC,,Train
CCCCCCCCCCCCC,,Train
CCCCCCCCCCCCCCCOC(C)=O,,Train
CCCCCCC(C)(O)CCCCC,,Valid
CCCCCC(O)(CCC)CCCC,,Train
CCCCCCCCCCCCCC,,Train
CCCCCCCCCCCCCCC,,Train
CCCCCCCOCCCCCCC,,Train
CCCCCCCCCCCCCCCCCC(C)=O,,Test
CC1(O)CCCCC1O,,Train
C1CCC(C2CC(C3CCCCC3)CC(C3CCCCC3)C2)CC1,,Test
CCCCCCCCCCCCCCCCOC(C)=O,,Test
C=CCCCCCCCCCCCCCC,,Train
C#CCCCCCCCCCCCCCC,,Train
CC#CCCCCCCCCCCCCC,,Train
CCCCCCCCCCCCCCCO,,Train
CCCCCCCCCCCCCCCCC,,Train
CCCCCCCCCCCCCCCC=O,,Train
C=CC=Cc1cccc(C)c1,,Train
CCCCCCCCOCCCCCCCC,,Train
C#CCCCCCCCCCCCCCCCC,,Train
CCCCCCCCCCCCCCCCC=O,,Train
CCCCCCCCCCCCCCCCCCC,,Train
CCCCCCCCCCCCCCCCCCCCC,,Train
CCCCCCCCCCCCCCCCCCCCO,,Train
CCCCCCCCCCCCCCCCCCCCCC,,Train
CCCCCCC1C=Cc2ccccc21,,Train
Cc1cc(C(C)C)cc2c1ccc1ccccc12,,Train
CC(C)(C)C=O,,Valid
CCCCCCC(C)OCC,,Train
CC(CCCCC(C)CC(C)(C)C)CC(C)(C)C,,Train
CC(=O)Oc1cccc(C(=O)O)c1,,Train
CC(C)(C(=O)O)C(C)(C)C(=O)O,,Train
CCCCC1CCC2CCCCC2C1,,Train
CCCCCCCCCCCCCCC(C)CCC(=O)OCC,,Train
OC1Cc2cccc3cccc1c23,,Train
CCCCC(C)(CC)CO,,Train
CCCCCCCCC(=O)C(C)C,,Train
C1=CCC2CCC2=C1,,Train
CC(C)(C)CC=Cc1ccccc1,,Train
Cc1cccc(C)c1C(=O)O,,Train
c1ccc(C(c2ccccc2)C(c2ccccc2)c2ccccc2)cc1,,Test
CCCC(CC)(CC)c1ccc(O)cc1,,Test
O=C(c1ccccc1)c1c(O)ccc2ccccc12,,Train
COC(C)CCCC(C)C,,Train
COc1cccc(OC)c1OC,,Train
CC=CC(C)(C)O,,Train
COC(=O)c1cc(C(=O)OC)c(C(=O)OC)cc1C(=O)OC,,Train
CC(C)c1cc(C(C)C)c(C(C)C)cc1C(C)C,,Train
OC1CCc2ccccc21,,Train
CCCCOCCOCCOCCOCCCC,,Train
CC(CCO)C(C)(C)O,,Train
CCC(C)(O)C(C)O,,Train
CC1=C(CCc2ccccc2)CCCC1,,Train
O=C(O)CC(C(=O)O)c1ccccc1,,Train
CCc1cc(CC)c(CC)cc1CC,,Train
CCC(CC(=O)O)C(=O)O,,Train
CCOC(=O)c1cccc(C(=O)OCC)c1,,Train
CCC(=O)Oc1ccccc1,,Train
O=C(O)C#Cc1ccccc1,,Train
CC=Cc1ccccc1,,Train
C=Cc1ccc(OC)cc1,,Train
CCC(=O)OC(C)C,,Train
C1CC2(C1)CC21CC1,,Train
CCCC(=O)CC(C)CC,,Test
CCCCCCOC(=O)CCCCC,,Train
O=C1CCC(=O)CC1,,Train
CCOC(C)(C)C,,Test
CC=C(C)OC,,Train
CCCC(=O)OC(C)C,,Train
CCCCCOC(=O)C(C)O,,Train
CCCCCCCCCCCCCCCCCC(=O)OCCCCC,,Train
CCCCCOCc1ccccc1,,Train
CCCCCCCC(=O)OCCCCC,,Train
CCC(C)CCCC(C)CCCC(C)CCCC(C)C,,Train
CCCCCOC=O,,Train
CCCCCCCCCCCCCCOC(C)=O,,Train
CCCCCCC(=O)C=CC(C)C,,Train
CC#CCCCCCCCCCCC,,Train
CCCCCCCCCCCCCCCCCC=O,,Train
CCCCCCCCCCCCCCCCCCCCCCC,,Valid
CCCCCCCC(CCCCCCC)C(=O)OCC,,Train
CCOC(OCC)(c1ccccc1)c1ccccc1,,Train
C#CC(C)(C)CCC(C)(C)C#C,,Train
CC(C)CCC(C)(O)CCC(C)C,,Train
O=c1c2ccc3cccc4c(=O)c5ccc6cccc1c6c5-c2c34,,Train
c1ccc2c3c4c(cccc4cc2c1)CC3,,Train
CCCCC(CC)(CC)CCCC,,Train
CCCCCCC#CCCCCCCCCCC,,Test
CCCCCCCCCCC(C)CC,,Valid
CCCCCCCCCCCCCC(C)CC,,Train
CCCCCCCCCCCCCCC(C)CC,,Train
CCCCCCCCCCCCCCCCC(C)CC,,Test
CCCCCCCCCCCCCCCCCC(C)CC,,Train
CCCCCCCCCCCCCCCCCCC(C)CC,,Train
O=CO,,Train
Cc1ccc2c(C)cccc2c1C,,Train
COC(=O)C(C)CC(C)(C)C,,Train
CCc1ccc(CC)c(CC)c1CC,,Train
CC1COC(C)C1,,Train
COc1cc(O)cc(OC)c1OC,,Train
CCCCCC=CCc1ccccc1,,Train
COC(=O)c1cccc(C(C)C)c1,,Train
Cc1cccc(-c2ccccc2)c1,,Train
Cc1ccc(-c2ccccc2)cc1,,Train
CCCc1ccccc1O,,Train
C#COC,,Valid
CCC(C)OC(=O)c1ccc(C(=O)OC(C)CC)cc1,,Train
CCCOC(=O)C(C)C,,Train
CCCC=CCC(C)C,,Train
CC(C)C(C)C(C)O,,Valid
CC(=O)c1ccc(C(C)C)cc1,,Train
CCCc1ccc(O)cc1,,Train
CCCCCOC(=O)CCC(=O)OCCCCC,,Train
C=CC#CC,,Test
C1COCO1,,Train
CCCCCCCCCCCCCCCCCC(=O)OCC(C)C,,Train
CCCCCCCCCCCCCCCCCCC(=O)O,,Test
CCCCCCCCCCCCCCCCCCCCCCCC,,Train
CCCCC(CC)c1ccc(O)cc1,,Train
CCCCCC(CCCC)c1ccc(O)cc1,,Test
CC=CC(C)C(C)CC,,Train
CCC(C)(C)CCCO,,Train
COC(=O)C1CC=CCC1,,Train
CCCCCCCCC(=O)OCCC,,Test
CC(C)=CC(C)(C)C(C)C,,Train
CCCCOc1ccc(C(=O)Oc2ccc(C(=O)CC)c(O)c2)cc1,,Train
CCCCCOc1ccc(C(=O)Oc2ccc(C(=O)CC)c(O)c2)cc1,,Train
CC(C)(C)C(C)(C)C(C)(C)C(C)(C)C,,Train
CCCCCC1CCC(CCCCC)CC1,,Train
CCCCCCOC(C)CC,,Train
CCc1ccc(C(C)(C)C)cc1CC,,Train
CC1=C(C)C(C)(C)CC1,,Valid
CCCC(C)c1cccc(O)c1,,Train
CC1(C)C2C=CC1CC2,,Train
C=CCC(C)(C)C(C)C,,Train
CC(O)C1(C)CC=CCC1,,Test
CC(O)C1(C)CCCCC1,,Train
CCCCCCCCCCCCCCCC(C)CC,,Train
CCc1ccc(C(C)CC)cc1,,Valid
CCOC(=O)CC(C)C(C)C,,Train
CC(C)C(C)CCO,,Train
CC(C)C(C)C(C)CO,,Train
C1CCOCOCC1,,Train
C1#CCCCCCCC1,,Train
CC(C)OC(C)c1ccccc1,,Train
CC(C)(C)CCCCCO,,Train
C1=CCCCCC=1,,Train
CCCCCCCCC(C)CC(=O)O,,Test
COC1CCCCO1,,Train
OCC(c1ccccc1)C(CO)c1ccccc1,,Train
CCCCCCCCCCCCCCCCC(C)c1ccccc1,,Train
CC(C)CC(C)(O)C(C)C,,Train
C1CCC2CC3CCCCC3CC2C1,,Train
CC12CCCCC1CCCC2,,Train
CC(C)CCOC(=O)CC(C)C,,Valid
CC(=O)CC(C)C(C)(C)C,,Train
CC(=O)CC(C)(C)C(C)(C)C,,Train
CCCC(OC)=C(C)C,,Train
COC(CC(C)C)=C(C)C,,Train
C=C(CC(C)(C)C)OC,,Valid
COC(C)=CC(C)(C)C,,Train
CCCc1cccc(O)c1C,,Train
CCCCCCC1CCCc2ccc(CCCC)cc21,,Train
C=Cc1ccc(CCCCCCCCCCCC)cc1,,Train
CC=C(C)CC(C)C,,Train
CCC(O)(CC)C(C)O,,Train
CCC(CO)C(C)CO,,Train
CCC(O)CC(C)(C)O,,Train
CC(O)C(C)CCCO,,Train
CCC(CC)CCO,,Train
CCC(C)(O)C(C)CO,,Train
CC(C)=COCC(C)C,,Valid
COC(=O)c1ccccc1C(C)C,,Valid
CCCCCCCCCC(CCCC)C(=O)O,,Train
CCCCCC(=O)OC(C)CCCCC,,Test
CCCCCC=O,,Train
Cc1ccc2c(c1)CCC2C,,Train
Cc1cccc2c1CC(C)C2,,Train
CCC(C)(O)C(C)(C)C(C)C,,Train
CCC(C)(O)C(C)C(C)(C)C,,Train
CCC(O)(C(C)C)C(C)(C)C,,Train
CCC(C)C(O)CC(C)(C)C,,Train
CC(C)CCC(O)C(C)(C)C,,Train
CC(C)CC(O)CC(C)(C)C,,Train
CC(C)CCC(C)C(C)(C)O,,Train
CCC(C)C(C)(O)CC(C)C,,Train
CC(C)CC(C)CC(C)(C)O,,Train
CC(C)C(C)CCC(C)(C)O,,Train
CCC(C)(C)C(O)CC(C)C,,Train
CCC(C)(C)CC(C)(O)CC,,Train
CCCC(C)CCCC(C)O,,Valid
CCC(C)CCCCC(C)O,,Valid
CCCC(CO)CC(C)CC,,Valid
CCC(C)C(C)(O)C(C)(C)C,,Train
CC(C)CC(C)(O)C(C)(C)C,,Test
CCC(C)(C)C(O)C(C)(C)C,,Train
CCC(C)(C)C(C)C(C)(C)O,,Train
CCC(C)(C)C(C)(O)C(C)C,,Train
CC(C)C(O)C(C)(C)C(C)C,,Train
CC(O)C(C)(C)CC(C)(C)C,,Valid
Cc1ccc2c(c1)cc(C)c1ccc(C)cc12,,Train
Cc1ccc(C)c2c1ccc1cccc(C)c12,,Train
CCCCCCCCCCCCCCCOC=O,,Train
CCCCCCCCCCCCCOC(=O)CC,,Test
CCCCCCCCCCCCC(O)CCO,,Train
CCCCCC(=O)CC(C)C,,Train
CCCCC(O)C(CO)CCC,,Train
CCc1cccc2cc3ccccc3cc12,,Valid
CCc1cccc2ccc3ccccc3c12,,Train
CCC(C)(C)C1CCCC1,,Train
CCCCCCCCCCC1C=Cc2ccccc21,,Train
CCCCCCC1Cc2ccccc2C1CCCC,,Train
CCCCCCCCCCC1CCc2ccccc21,,Test
CCCCCCCCCCC1Cc2ccccc2C1,,Test
CCc1cc(C)cc(C(C)(C)C)c1,,Train
CCc1cccc2c(C)ccc(C)c12,,Train
CC1CCCCC1C1CCCCC1,,Train
Cc1ccc2c(c1C)CC(C)C2C,,Test
Cc1ccc(C)c2c1C(C)CC2C,,Train
CCC(C)C1CCc2ccccc21,,Train
CCCCC1Cc2ccccc2C1,,Train
CCc1cccc2c1CCC2(C)C,,Train
CCc1ccc2c(c1)CCC2(C)C,,Test
CCc1ccc2c(c1)C(C)(C)CC2,,Train
CC(=Cc1ccccc1)CC(C)C,,Train
CC(C)CC1CCc2ccccc21,,Valid
CCCC1CCCc2ccccc21,,Train
CCCC1CCc2ccccc2C1,,Train
Cc1ccc2c(c1)C(C)(C)C(C)C2,,Train
Cc1ccc2c(c1)C(C)(C(C)C)CC2(C)C,,Train
Cc1cc2c(c(C)c1C(C)C)CCC2(C)C,,Train
CCCC1(C)CC(C)(C)c2ccc(C)cc21,,Train
CC1Cc2ccc(C(C)(C)C)cc2C1(C)C,,Valid
CCC1(CC)CC(C)(C)c2ccc(C)cc21,,Train
CCC(C)(C)c1ccc2c(c1)C(C)(C)CC2,,Train
CCCCCCCC1CCc2ccccc21,,Valid
CCCCCCCC1Cc2ccccc2C1,,Train
CCCCCCCc1ccc2c(c1)CCC2,,Train
CCCCCCC1CCCc2ccccc21,,Train
CC(C)C1CCc2cc(C(C)(C)C)ccc21,,Train
CCC1(C)CCc2cc(C(C)(C)C)ccc21,,Train
CCC1(C)CCc2ccc(C(C)(C)C)cc21,,Train
CC(C)CCCc1ccc2c(c1)CCCC2,,Train
CCC1(C)c2cc(C)ccc2C(C)(C)C1C,,Train
CCC1C(C)(C)c2ccc(C)cc2C1(C)C,,Train
CC(C)Cc1ccccc1-c1ccccc1,,Train
Cc1ccc(C(C)C)c(-c2ccccc2)c1,,Valid
CCCCCCCC1C=Cc2ccccc21,,Train
CCC1(CC)Cc2ccc(C)cc2C1,,Train
Cc1cc(C)c2c(c1)C(C)(C)CC2C,,Train
Cc1ccc(C)c2c1C(C)CC2(C)C,,Train
CCCCCC1CCc2ccccc21,,Train
CCCCCC1Cc2ccccc2C1,,Train
CCc1ccc2c(c1)C(C)(C)C(C)C2,,Train
CCCCc1cccc2c1CCCC2,,Valid
Cc1cc(C(C)C)cc2c1CCC2C,,Train
CC1=CC(C)(C)c2c(C)ccc(C)c21,,Train
CCCCCC1C=Cc2ccccc21,,Train
CCC1=C(C)c2c(C)ccc(C)c2C1,,Train
CCC(C)C1C=Cc2ccccc21,,Test
CCC1=C(C)c2ccc(C)cc2C1,,Train
CC(C)CC1C=Cc2ccccc21,,Test
CC(C)Cc1c2ccccc2c(CC(C)C)c2ccccc12,,Train
CCCCCCc1cc2c(cc1CCCCCC)CCCC2,,Test
CCCCCCCCCCCCCCCCCCCCOC=O,,Train
CCc1c(CC)c(CC)c2c(c1CC)CC(CC)(CC)C2,,Train
CCCCCCCCc1cc2c(cc1CCC)CCCC2,,Train
CCCCCCCCCCCC1CCCC2CCCCC12,,Train
CCCCC(O)(CCC)CCC,,Valid
CCC(CC)Cc1ccc2c(c1)CCC2,,Train
Cc1cc(C)c2c(c1)C(C)(C)CC2(C)C,,Train
CCCCCCC1CCc2ccccc21,,Train
CCCCCCC1Cc2ccccc2C1,,Train
CCc1cc(C(C)C)cc2c1C(C)CC2,,Valid
CCCCC(C)C1CCc2ccccc21,,Valid
CCCC(C)Cc1ccc2c(c1)CCC2,,Train
CCCCCC1CCCc2ccccc21,,Train
CCCCCc1ccc2c(c1)CCCC2,,Train
CCc1ccc2c(c1)C(C)(C)CC2(C)C,,Valid
CCc1ccc2c(c1)CC(CC)(CC)C2,,Valid
CC(C)c1ccc2c(c1)C(C)(C)C(C)C2,,Train
CCC(C)c1ccc2c(c1)C(C)(C)CC2,,Train
CCC1(CC)Cc2c(C)ccc(C)c2C1,,Train
CC1=Cc2c(C(C)C)ccc(C)c2C1C,,Train
CC1=C(C)c2c(C)ccc(C(C)C)c2C1,,Train
CCCCCC=C(CCCCCC)CCCCCC,,Train
CCCCCCCCCCc1ccc2c(c1)CCC2,,Train
CCCCCCCCCc1ccc2c(c1)CCCC2,,Train
CCc1cc2c(c(CC)c1CC)CC(CC)(CC)C2,,Train
CCCCCCc1cc2c(cc1CCC)CCCC2,,Train
Cc1ccc2c(c1)C(C)(CCCC(C)C)CC2(C)C,,Train
CCCCCCCCCCCCCCCCC1CC2CCCCC2C1,,Train
CCCCCCCCCCCCCCCC1CCCC2CCCCC12,,Train
CCC1CCCCC1CC1CCCCC1,,Train
CC(C)C1CCCCC1C1CCCCC1,,Train
CCCC1CCCCC1C1CCCCC1,,Train
Cc1ccc(C(C)C)c2c1C(C)C(C)C2,,Train
c1ccc(CCC(CCc2ccccc2)CCc2ccccc2)cc1,,Train
C(CC1CCCCC1)=C(CCC1CCCCC1)CCC1CCCCC1,,Train
C(CCC1CCCC1)=C(CCCC1CCCC1)CCCC1CCCC1,,Valid
CCC(CC)(CC)CC(=O)O,,Train
CCCOC(=O)C(C)CCC,,Train
CCC(C)C(C)c1ccccc1,,Train
CCCCCCCCCCCCCCCCCCCOC=O,,Train
CCCCCCCCCCc1ccc2c(c1)CCCC2,,Train
CCCCCCc1cc2c(cc1CCCC)CCCC2,,Valid
CC(C)C1CCc2cc(C(C)(C)C)cc(C(C)(C)C)c21,,Train
CC1(C)CCCC2CCCCC21,,Train
Cc1cc2c(C)c3ccccc3c(C)c2cc1C,,Train
CCCCCCCCC1CCc2ccccc2C1,,Train
CCCCCCCCc1ccc2c(c1)CCCC2,,Train
CC(C)C(C)(O)CO,,Train
CCC(O)(CC)CO,,Train
CCC(CO)C(C)O,,Train
c1ccc2c(c1)C1CCCCC1C1CCCCC21,,Train
CCCCC(C)C1CCCCC1,,Train
CCCCCCCC1C=CCC1,,Train
CCCCCCCCCCCCC1C=CCC1,,Train
CC(C)CCCC(C)C1CCc2ccccc21,,Train
CCc1cc(C)c2c(c1C)CC(CC)(CC)C2,,Train
CCCCC(CC)Cc1ccc2c(c1)CCC2,,Train
CCCCCCCc1ccc2c(c1)CCCC2,,Train
CCc1ccc2c(c1)C(C)(C)C(C)(C)C2(C)C,,Train
CCc1cc2c(cc1CC)CC(CC)(CC)C2,,Train
Cc1ccc2c(c1)C(C)(CC(C)C)CC2(C)C,,Train
CCC(C)(CC)C(C)O,,Train
CCC(C(C)C)C(C)O,,Train
CC(C)C(C)C(C)(C)O,,Test
CC(C)CC(C)C(C)O,,Train
CCC(O)CC(C)(C)C,,Train
CCC(CC)CCCO,,Train
CCC(CO)C(C)(C)C,,Train
Cc1cc(C)c2c(C)c(C)ccc2c1,,Train
CCc1c(C)cc(C)c2ccccc12,,Train
CCc1ccc(C)c2cc(C)ccc12,,Train
Cc1cc(C(C)C)cc2ccccc12,,Test
Cc1ccc2cccc(C(C)C)c2c1,,Test
Cc1cc2ccccc2cc1C(C)C,,Valid
Cc1ccc2c(C)c(C)cc(C)c2c1,,Train
Cc1cc(C)c2cccc(C)c2c1C,,Valid
CC1C=CC(C)(C)C1,,Train
CC=C(C)c1cccc2ccccc12,,Train
CCc1ccc2cccc(CC)c2c1,,Test
CCc1cc(C)c(C)c2ccccc12,,Train
CCc1ccc2ccc(C)c(C)c2c1,,Test
CCc1cccc2c(C)cc(C)cc12,,Test
CCc1cc2ccccc2cc1CC,,Train
CCc1ccc2c(C)ccc(C)c2c1,,Train
C=CCC(C)(C)c1ccccc1,,Train
CCC(C)CC(CC)CC(O)CC,,Valid
CC(=O)C(C)C(=O)c1ccccc1,,Train
CCCCC1(CC)CC1,,Train
CCCCCC1CCC1,,Train
CC(C)(C)Oc1ccccc1,,Train
CCc1ccc2c(c1)CCC2C,,Train
Cc1ccc2c(c1)C(C)CC2C,,Test
Cc1ccc2c(c1C)CCC2C,,Train
Cc1ccc2c(c1C)CC(C)C2,,Train
CCC1=C(C)c2ccccc2C1,,Train
CC1=C(C)c2cc(C)ccc2C1,,Train
C1=CC2CCCC(C1)C2,,Train
CCCCC(C)(O)C(C)CC,,Train
CCCC(C)C(C)CCCO,,Train
